Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
00:53:27,50867507.545,1290280.143,0.0,74658163.1,186125809.75,121703043320341.36,10488961256436.0,69327534191433.51,22445990764135.6,7895494606199.833,8454013036570.25,51349620642583.75,0.0,49839368.333,1167081.3,10177977088.0,6996774.304,6034130.0,1173060.7,1152175.333,33334281.714,0.0,65751045.0,31321.0,61558435.238
00:57:54,9237057.818,60002.429,0.0,16391620.1,40941404.0,5729085004298.091,468600025236.0,3205069908790.25,1039557884816.4,379913241378.167,389890334367.0,2387057973822.75,0.0,2317392.0,31986.7,9778387968.0,415101.435,323382.333,29292.8,1152175.333,1553734.0,0.0,65751045.0,23864.0,10540139.143
01:03:27,50956179.182,1298852.143,0.0,75059081.5,187124925.0,122548300148398.0,10546847432882.5,69789854112330.0,22591355860357.2,7897407430653.333,8483745441343.0,51554110290812.25,0.0,50170424.333,1174020.6,10178009856.0,7032532.13,6066832.0,1180376.7,1152175.333,33567787.286,0.0,65751045.0,31368.0,61678168.429
01:07:54,10523933.455,68574.286,0.0,16805551.7,41972603.0,6546306249117.909,538724791489.75,3667893243089.5,1187771129777.2,423711124119.333,447747581825.75,2735949271028.0,0.0,2648448.0,40374.9,9778295808.0,458264.174,360902.667,37204.6,1152175.333,1773646.714,0.0,65751045.0,23928.0,11716597.667
01:13:27,51048572.091,1307423.857,0.0,75471088.1,188151414.75,123433001669304.9,10601051050355.0,70257312908370.0,22734820427885.8,7899882501075.0,8509267291614.0,51737008888829.0,0.0,50501480.333,1179976.5,10178051072.0,7075749.652,6099082.667,1186439.4,1152175.333,33802233.571,0.0,65751045.0,31353.333,61801651.667
01:17:55,11881583.545,77146.429,0.0,17222715.5,43011858.0,7359879825383.091,608209066423.75,4129359619724.0,1336041596251.6,474933810130.333,505785668732.0,3086820171454.25,0.0,2979504.0,48418.1,9810482944.0,508689.957,444057.333,44606.0,1152175.333,1993752.0,0.0,65751045.0,23898.0,13239254.476
01:23:27,51149156.636,1315995.714,0.0,75872889.3,189152663.5,124326598492164.64,10650862890830.5,70731562342989.5,22876008382764.4,7903119644966.0,8529355192495.0,51893290971154.49,0.0,50832536.333,1185280.5,10178080256.0,7112891.174,6130320.333,1192059.3,1152175.333,34041027.571,0.0,65751045.0,31368.0,61917494.952
01:27:55,13275726.182,85717.857,0.0,17638297.9,44047251.0,8173727363701.363,679237310638.5,4590695171742.25,1485245044032.6,525927162983.833,563677776563.25,3437778029512.5,0.0,3310560.0,56380.9,9827699200.0,541432.13,513868.0,52058.2,1152175.333,2214405.857,0.0,65751045.0,23931.333,15047034.714
01:33:27,51281774.455,1324567.429,0.0,76273180.5,190150230.0,125187744186271.73,10701379703600.25,71204864131914.5,23017461404646.8,7906348496671.5,8549794152983.5,52050536159224.49,0.0,51163592.333,1191121.9,10178126336.0,7152663.565,6171354.0,1198217.8,1152175.333,34280609.429,0.0,65751045.0,31413.667,62082343.143
01:37:55,13638522.455,94289.857,0.0,18051582.9,45076869.75,8969243611358.092,749078141735.25,5054014732237.75,1633679828806.4,576494620996.0,621199277232.0,3788027829158.75,0.0,3641616.0,64500.3,9828019712.0,581204.087,545066.333,59594.6,1152175.333,2433966.714,0.0,65751045.0,23914.0,15406527.095
01:43:27,51369321.0,1333139.0,0.0,76679667.7,191163085.5,125997297037552.0,10751755954136.5,71678357125761.5,23158915216400.8,7909578612944.5,8570230319519.5,52208176945259.25,0.0,51494648.333,1197665.1,10178159360.0,7196018.0,6201885.667,1205038.9,1152175.333,34519173.857,0.0,65751045.0,31381.667,62195290.905
01:47:55,13736510.455,102861.714,0.0,18468033.1,46114344.75,9779459245438.637,818462285486.25,5516150244923.0,1781770135597.6,628673208317.667,679226602561.25,4140384111519.75,0.0,3972672.0,73093.4,9828123648.0,620955.348,576387.333,67777.8,1152175.333,2653464.857,0.0,65751045.0,23882.0,15533121.857
01:53:27,51478842.545,1341710.571,0.0,77084402.3,192171618.25,126857311316366.9,10801783458220.5,72152114637413.75,23300280563106.2,7912807100151.833,8590572997351.0,52365205054376.75,0.0,51825704.333,1203794.6,10178199808.0,7227926.826,6232361.0,1211553.0,1152175.333,34758707.571,0.0,65751045.0,31397.667,62316968.952
01:57:55,13810290.727,111434.429,0.0,18886795.1,47157557.75,10587747067809.455,889749601261.75,5977732507771.25,1930824144303.0,676771514022.167,736801587318.0,4491994505145.5,0.0,4303728.0,81767.6,9825387264.0,664894.783,614639.667,75929.1,1152175.333,2874155.714,0.0,65751045.0,23898.333,15785616.81
02:03:28,51599538.364,1350282.143,0.0,77489570.5,193181205.75,127699897578648.36,10851850251220.5,72624692042087.25,23441674235245.4,7916029173206.333,8610877280748.0,52522332671217.51,0.0,52156760.333,1209484.8,10178243072.0,7267633.087,6264816.0,1217565.6,1152175.333,34997552.143,0.0,65751045.0,31413.667,62446262.048
02:07:55,13888163.727,120006.429,0.0,19303476.1,48195553.5,11404566308789.727,959851081781.0,6442683756032.75,2079362226955.0,722496484948.667,794121820509.75,4840936470658.5,0.0,4634784.0,89201.9,9826358272.0,710137.522,645724.0,83175.4,1152175.333,3093919.286,0.0,65751045.0,23914.0,15907560.714
02:13:28,51784303.818,1358853.857,0.0,77893994.9,194188960.5,128513955175241.64,10901942698085.75,73097015357515.02,23582979892059.4,7919252322488.167,8631073562905.75,52678983557493.51,0.0,52487816.333,1215709.3,10178289152.0,7426124.0,6304289.0,1224061.0,1152175.333,35235875.857,0.0,65751045.0,31381.667,62689394.952
02:17:55,14126189.545,128578.286,0.0,19719328.9,49231552.0,12217812689475.727,1029358864773.25,6906849888436.25,2227549368237.6,769560147889.5,851886969622.25,5191772006259.5,0.0,4965840.0,97419.7,9809603328.0,880410.783,708660.0,90972.1,1152175.333,3314947.857,0.0,65751045.0,23931.333,16294903.429
02:23:28,51877059.273,1367425.571,0.0,78297626.5,195194718.75,129319153500123.19,10952775374809.5,73568502544085.5,23724589496506.8,7922477254010.333,8651645784549.5,52837331995785.51,0.0,52818872.333,1222446.6,10178329344.0,7462035.217,6335159.0,1230953.8,1152175.333,35474259.286,0.0,65751045.0,31413.667,62804992.381
02:27:55,14477432.455,137150.0,0.0,20136311.5,50270338.5,13026892008991.455,1098613656194.5,7368841263386.25,2375753492612.4,821171928082.667,909444879882.5,5542666234942.0,0.0,5296896.0,104724.4,9830531840.0,922274.739,804481.0,97854.7,1152175.333,3549192.857,0.0,65751045.0,23968.667,16981044.381
02:33:28,52585597.091,1375996.857,0.0,78704987.3,196209680.25,130128551974182.81,11002548217300.5,74040696147629.75,23865979377906.0,7925703192302.333,8671790750205.5,52993416585075.0,0.0,53149928.333,1229108.6,10178473216.0,7505276.957,6374061.0,1237647.0,1152175.333,35725272.429,0.0,65751045.0,31350.0,63544178.524
02:37:56,15734892.727,145722.143,0.0,20560885.7,51327872.25,13837153783107.637,1169567244030.5,7830788987010.5,2524804462072.2,866808176537.0,967195333051.0,5893566077038.25,0.0,5627952.0,112546.9,9827571712.0,958470.174,840574.667,105417.0,1152175.333,3769017.571,0.0,65751045.0,23937.333,18425995.81
02:47:56,17021396.091,154294.143,0.0,20983079.3,52379476.25,14652636051615.273,1240359172086.25,8295943917347.0,2673562877105.2,911795787253.833,1024824505060.5,6243212439715.5,0.0,5959008.0,120944.8,9824362240.0,1001550.13,875609.667,113670.5,1152175.333,3988927.0,0.0,65751045.0,23936.0,19603249.429
02:57:56,18319072.0,162866.0,0.0,21404850.5,53430045.5,15471700640859.182,1309985593074.0,8759638500909.25,2821721267040.6,965291074948.5,1082799512867.5,6595406680648.0,0.0,6290064.0,128983.6,9828756992.0,1048361.87,948014.333,121565.8,1152175.333,4208537.143,0.0,65751045.0,23952.0,20923267.524
03:07:56,19706887.818,171438.0,0.0,21825434.5,54477654.5,16286574438459.273,1379829855860.75,9222263714496.25,2969940839454.4,1008862389880.5,1140429645934.0,6945827685967.5,0.0,6621120.0,136586.1,9828158208.0,1097842.783,986366.333,129348.2,1152175.333,4428224.143,0.0,65751045.0,23952.0,22209172.762
03:17:56,20495410.545,180010.0,0.0,22248246.1,55530888.5,17105310854584.908,1451609213535.0,9684729700726.25,3119157413188.4,1054604641992.333,1198158298136.75,7296782569513.0,0.0,6952176.0,144615.9,9830996224.0,1250375.696,1045880.667,137298.9,1152175.333,4648165.429,0.0,65751045.0,23921.333,23234715.571
03:27:56,20580361.636,188581.857,0.0,22671923.7,56586126.5,17907855006426.91,1521529353832.75,10149152305379.0,3267471615667.2,1101850949900.167,1255369066284.5,7645981466326.5,0.0,7283232.0,152454.6,9829787904.0,1296883.696,1080632.0,144716.7,1152175.333,4874224.857,0.0,65751045.0,23969.333,23367110.667
03:37:56,21912300.545,197154.0,0.0,23093153.1,57635368.5,18705852185260.816,1590841942995.75,10612363406610.25,3415491605807.4,1151387379827.167,1312863111310.0,7996784709711.0,0.0,7614288.0,159779.2,9837074176.0,1336279.913,1146320.667,151535.4,1152175.333,5098658.429,0.0,65751045.0,23968.0,24756089.571
03:47:57,23300481.182,205726.0,0.0,23515837.9,58688206.0,19515123590681.273,1660513309250.75,11075180331501.0,3563778015732.0,1197963997655.667,1370195048695.25,8346519415942.0,0.0,7945344.0,167391.4,9843070976.0,1393537.652,1200426.0,158765.2,1152175.333,5318850.286,0.0,65751045.0,23952.0,26147022.571
03:57:57,24690153.091,214298.0,0.0,23945183.9,59757561.5,20314978554899.453,1731591019056.0,11537781495817.25,3712940309075.8,1247348464010.5,1427484587822.25,8696627436589.5,0.0,8276400.0,176309.5,9846860032.0,1432866.783,1281118.0,167225.7,1152175.333,5539702.714,0.0,65751045.0,23936.0,27818639.333
04:07:57,25957298.455,222870.143,0.0,24364612.5,60802362.0,21129571259826.09,1801742988056.5,12002863131800.0,3861170313851.4,1296509043409.667,1484799235982.25,9046433947261.25,0.0,8607456.0,184670.3,9843517440.0,1472979.174,1348532.0,175979.0,1152175.333,5759821.0,0.0,65751045.0,23936.0,29121823.714
04:17:57,27225184.636,231442.0,0.0,24780232.7,61837741.75,21914582294378.91,1872294378258.25,12465519790428.25,4009577347924.2,1342388067942.333,1542526071964.5,9396380992278.0,0.0,8938512.0,192584.3,9842879488.0,1512732.522,1388793.333,183303.2,1152175.333,5979813.143,0.0,65751045.0,23903.667,30299778.762
04:27:57,28643544.455,240014.0,0.0,25198507.9,62879714.25,22729843927242.637,1943321353185.75,12927757933937.5,4158290184741.4,1390634199214.333,1600237941378.5,9747284559870.75,0.0,9269568.0,199594.9,9842561280.0,1551920.609,1428917.667,189953.6,1152175.333,6199188.714,0.0,65751045.0,23919.667,31589393.381
04:37:57,29064823.364,248585.857,0.0,25611392.7,63908363.75,23536716440714.547,2013195979061.5,13391323224582.0,4306658967051.6,1439785340527.333,1657497769043.25,10096535255440.75,0.0,9600624.0,207335.5,9842287616.0,1584228.826,1468065.0,197102.1,1152175.333,6419226.429,0.0,65751045.0,23969.0,32264961.476
04:47:57,29153870.727,257157.286,0.0,26030532.7,64952491.0,24350363333581.0,2083717188800.25,13855584799367.25,4455044689126.2,1483436013249.0,1714918770889.75,10445806171056.0,0.0,9931680.0,215488.4,9841694976.0,1624245.043,1498404.0,204764.3,1152175.333,6639088.429,0.0,65751045.0,23952.0,32383166.81
04:57:57,29242914.636,265729.143,0.0,26450019.1,65997493.0,25153700422869.637,2153491347176.0,14317991356869.5,4603301545208.8,1533767244347.333,1772592490605.75,10796988982456.5,0.0,10262736.0,223117.5,9844076288.0,1663673.261,1587470.667,211727.8,1152175.333,6860858.0,0.0,65751045.0,23952.0,32791919.381
05:07:57,29327863.727,274301.143,0.0,26867052.9,67036401.25,25944999185977.637,2223997996106.5,14777909407053.5,4751926924489.6,1578338446208.833,1829943573893.25,11146421083937.75,0.0,10593792.0,231220.5,9844129536.0,1703237.0,1618504.333,219212.0,1152175.333,7080813.857,0.0,65751045.0,23984.0,32907677.476
05:17:58,29433673.091,282873.143,0.0,27286241.7,68080646.75,26734404926597.453,2294332196766.75,15239166505861.0,4900502503376.6,1629742623118.167,1887351596878.75,11496461863944.0,0.0,10924848.0,239375.1,9840858624.0,1753473.217,1675591.667,226823.1,1152175.333,7300861.0,0.0,65751045.0,23936.0,33292010.381
05:27:58,29541342.636,291444.571,0.0,27699261.1,69109592.25,27521895014679.637,2364518017996.25,15702863798971.0,5048811022649.6,1682050722552.333,1944863011656.5,11847211232156.5,0.0,11255904.0,247632.9,9840939008.0,1805739.435,1717464.333,234404.9,1152175.333,7522921.429,0.0,65751045.0,23920.0,33451646.238
05:37:58,29635604.0,300016.429,0.0,28116989.9,70150179.25,28316203712496.547,2434099421731.0,16165882276206.5,5196899202395.4,1727745014590.5,2002239632287.25,12196727704044.5,0.0,11586960.0,255770.8,9840993024.0,1846093.435,1748514.333,241934.6,1152175.333,7743051.429,0.0,65751045.0,23904.0,33570641.81
05:47:58,29727631.0,308587.857,0.0,28532808.9,71186044.5,29132715280188.09,2505297222511.25,16627453273794.75,5345813850438.0,1777364949911.667,2060016239465.0,12548316825573.5,0.0,11918016.0,263555.3,9842252800.0,1885566.217,1787235.667,249058.0,1152175.333,7962906.0,0.0,65751045.0,23937.333,33817736.571
05:57:58,29828964.636,317159.857,0.0,28949598.9,72224365.25,29931737554281.453,2575108123977.75,17091791081988.25,5494202754404.0,1823646247617.833,2117063771468.5,12897395836411.25,0.0,12249072.0,271986.8,9831631616.0,1928677.087,1845791.333,257300.1,1152175.333,8182975.143,0.0,65751045.0,23936.333,34203273.81
06:07:58,29909812.636,325731.714,0.0,29362839.3,73253864.75,30740370334380.0,2645015451863.25,17555122672403.5,5642457984246.6,1870798546689.667,2174313082446.75,13246946760844.75,0.0,12580128.0,280702.0,9834617600.0,1986332.087,1896489.0,265254.7,1152175.333,8403357.714,0.0,65751045.0,23937.333,34451907.429
06:17:58,29999968.545,334303.143,0.0,29781169.1,74295926.5,31536527615411.363,2715047009371.25,18017166868476.5,5790695551590.8,1917307514757.167,2231601970102.0,13595904810504.0,0.0,12911184.0,288290.0,9835063552.0,2025599.783,1929124.667,272157.1,1152175.333,8623199.857,0.0,65751045.0,23952.0,34580827.619
06:27:58,30137435.364,342874.571,0.0,30195571.9,75328342.0,32352458849532.09,2786441215389.0,18479619416209.5,5939636890219.4,1965870715803.667,2289178743460.25,13946876927410.0,0.0,13242240.0,295730.8,9847369472.0,2075492.609,2011328.0,278864.1,1152175.333,8843625.0,0.0,65751045.0,23937.333,34876691.286
06:37:58,30223128.545,351446.0,0.0,30608134.3,76356207.75,33160477923084.547,2856069450288.5,18943948885622.754,6087891885171.6,2012773909723.333,2346097130444.5,14295974833768.5,0.0,13573296.0,303259.7,9846373376.0,2122059.348,2042200.667,285770.0,1152175.333,9064999.857,0.0,65751045.0,23920.0,35127784.857
06:47:59,30321483.0,360018.0,0.0,31018451.3,77378475.0,33979375991233.273,2926505318114.75,19406772311861.754,6236295499812.4,2060156916479.667,2403471928999.25,14645878546019.5,0.0,13904352.0,311272.2,9844333312.0,2157737.043,2072959.333,293149.6,1152175.333,9284713.571,0.0,65751045.0,23968.0,35244865.19
06:57:59,30419839.0,368589.571,0.0,31434122.9,78414029.5,34771922501443.0,2996227391178.75,19869253969403.5,6384404232991.4,2107706319470.333,2460902886291.0,14995822863101.5,0.0,14235408.0,319027.4,9840464640.0,2200966.0,2144448.333,300315.9,1152175.333,9504881.429,0.0,65751045.0,23920.667,35504458.0
07:07:59,30590070.0,377161.571,0.0,31848650.1,79446763.25,35561818995327.63,3067609084064.75,20330981157878.754,6533607185765.0,2158616608336.833,2518497376714.25,15347425639075.0,0.0,14566464.0,327224.0,9837420288.0,2249019.783,2190106.0,307802.2,1152175.333,9724701.286,0.0,65751045.0,23941.667,35999025.619
07:17:59,30698857.636,385733.0,0.0,32261143.7,80474427.75,36376090782735.18,3137903564180.0,20795502248034.0,6681927461879.2,2208736486639.666,2575803821365.75,15697207512637.0,0.0,14897520.0,334996.5,9847946496.0,2291388.652,2247149.333,314882.6,1152175.333,9944822.286,0.0,65751045.0,23992.0,36259464.19
07:27:59,30799077.545,394305.0,0.0,32672200.1,81498573.75,37193921544904.55,3207818050544.25,21257863657074.0,6830153484440.6,2256287073541.166,2633111229014.25,16046079950702.75,0.0,15228576.0,343040.7,9848446976.0,2341312.043,2301440.0,322313.0,1152175.333,10165137.0,0.0,65751045.0,23992.0,36518874.762
07:37:59,30866900.273,402877.143,0.0,33090804.1,82541327.25,38003761699304.63,3278216628620.75,21718705136141.754,6978715201533.4,2303969395232.334,2690638709853.75,16396378115636.0,0.0,15560068.333,351257.9,9848507904.0,2384146.783,2332282.333,330512.5,1152175.333,10384117.571,0.0,65751045.0,23960.667,36765677.905
07:47:59,30938067.182,411448.714,0.0,33504377.5,83571642.75,38819984207589.63,3349115741761.5,22179840537371.5,7127636910273.0,2353925969816.834,2747855689339.25,16745982689535.5,0.0,15891124.333,358456.5,9848561152.0,2434632.609,2362948.0,338431.3,1152175.333,10603491.429,0.0,65751045.0,23992.0,37012999.762
07:57:59,31025995.364,420020.714,0.0,33919720.7,84606337.25,39625871752517.91,3419542888589.5,22642054577293.246,7276046853639.2,2402101429816.334,2805142768096.25,17095317852942.25,0.0,16222180.333,365245.4,9848615936.0,2482891.696,2395841.333,345921.6,1152175.333,10822768.571,0.0,65751045.0,23944.0,37135932.095
08:08:00,31106475.727,428592.143,0.0,34334267.9,85639047.25,40431448103430.0,3489448475970.25,23102595059156.0,7424167046379.6,2449028224791.0,2862751658305.5,17445553972252.5,0.0,16553236.333,371547.0,9848669184.0,2520584.435,2426397.333,352855.0,1152175.333,11042302.571,0.0,65751045.0,23992.0,37249366.857
08:18:00,31194027.636,437164.143,0.0,34753534.3,86683463.5,41258351562957.0,3554335362748.25,23565982472771.246,7570775786785.6,2498601731986.166,2917874387375.25,17786655175271.0,0.0,16884292.333,378490.8,9848318208.0,2565618.348,2499070.0,360475.8,1152175.333,11264253.857,0.0,65751045.0,23993.333,37506161.571
08:28:00,31303560.727,445736.0,0.0,35169771.1,87720475.0,41999855723771.91,3606288896509.75,24034183069117.754,7712965105875.8,2541838881378.834,2967105766013.75,18105448965122.0,0.0,17215348.333,385231.3,9848509440.0,2610725.739,2604008.333,368034.5,1152175.333,11489563.143,0.0,65751045.0,23977.333,38064188.571
08:38:00,31381061.0,454307.714,0.0,35585212.1,88755372.25,42817323000540.63,3658667220625.0,24503235902630.246,7854953255468.8,2583910813219.666,3016540303707.5,18423956649121.5,0.0,17546404.333,392345.2,9845274880.0,2646778.087,2634995.667,375931.6,1152175.333,11714331.857,0.0,65751045.0,23992.0,38178004.0
08:48:00,31458555.091,462879.714,0.0,36004811.3,89800548.75,43612247861622.73,3710026362182.75,24972792728928.754,7996569981863.6,2630060299630.166,3066126801813.25,18743931178503.0,0.0,17877460.333,399708.7,9841520640.0,2686121.304,2665855.667,384222.7,1152175.333,11938453.429,0.0,65751045.0,24008.0,38291761.524
08:58:00,31535306.545,471451.286,0.0,36424821.3,90846825.0,44455311456266.73,3762606177754.5,25440558275266.246,8139216400425.4,2673772586637.834,3115893933332.0,19065254052230.0,0.0,18209726.333,407554.8,9838954496.0,2725240.304,2698720.333,392787.5,1152175.333,12164114.857,0.0,65751045.0,23993.333,38550702.952
09:08:00,31602751.091,480022.714,0.0,36843738.5,91890343.25,45296243276762.73,3815196188614.0,25908564955930.246,8281241203493.6,2718325129509.334,3165521046905.0,19384938358368.0,0.0,18540782.333,416235.6,9834280448.0,2765062.565,2729416.0,402793.2,1152175.333,12389231.0,0.0,65751045.0,23928.0,38671082.143
09:18:00,31790872.273,488594.714,0.0,37259520.7,92926147.25,46152711392446.55,3866517477453.75,26376907231151.5,8422910475698.6,2763397900496.0,3215166033077.0,19704488887297.246,0.0,18871838.333,424555.6,9833213696.0,2910527.87,2768701.333,411445.3,1152175.333,12613589.429,0.0,65751045.0,23976.0,38887562.619
09:28:00,31875452.273,497166.714,0.0,37679110.1,93971440.25,47016216302656.63,3917090502403.5,26849125926835.0,8564723595748.0,2766300311347.0,3247354105426.5,19926162974097.0,0.0,19202894.333,431923.6,9830883584.0,2953632.348,2801613.667,419099.5,1152175.333,12846877.143,0.0,65751045.0,23961.333,39157063.095
09:38:01,32034498.909,505738.429,0.0,38100406.5,95020875.75,47890041950769.55,3968477168566.75,27320701268618.0,8706965965777.0,2768569739030.834,3275677770350.0,20126862109191.5,0.0,19533950.333,438995.4,9832900864.0,2994032.043,2862949.667,426618.8,1152175.333,13081123.857,0.0,65751045.0,23960.0,39605634.143
09:48:01,32122798.091,514309.857,0.0,38517150.3,96058990.5,48720821630119.55,4019513269057.0,27793311282327.754,8848672544005.6,2771043956300.166,3304162449527.0,20329237093841.5,0.0,19865006.333,445771.9,9831261696.0,3048515.783,2893773.333,433722.9,1152175.333,13316005.286,0.0,65751045.0,23960.0,39727982.286
09:58:01,32215189.818,522881.286,0.0,38933984.5,97097422.25,49592243688671.55,4070205418494.0,28266206689404.246,8990305277019.0,2773245797392.166,3333088199392.5,20532707012759.754,0.0,20196062.333,453355.1,9829520384.0,3094608.348,2926498.667,441654.2,1152175.333,13549584.429,0.0,65751045.0,23976.0,39850444.857
10:08:01,32294920.364,531452.714,0.0,39351588.9,98137680.0,50431907034034.91,4122664863837.0,28736264307155.246,9132840287426.2,2775542595588.5,3362441028189.75,20738921520832.246,0.0,20527118.333,461038.3,9827476992.0,3134184.696,2957342.333,449352.2,1152175.333,13783043.571,0.0,65751045.0,23976.0,39969268.048
10:18:01,32366089.091,540024.143,0.0,39771936.1,99184720.5,51254229908258.63,4175608224819.75,29207799851948.0,9275098475722.0,2778164510594.0,3391618581181.75,20942113887834.0,0.0,20858174.333,468475.2,9826397440.0,3181014.087,2990062.333,456922.3,1152175.333,14018323.0,0.0,65751045.0,23962.0,40103180.524
10:28:01,34512800.727,548595.857,0.0,40195021.5,100238574.75,52055379639176.09,4227377363290.75,29680488856908.0,9417015015988.8,2780453105600.666,3420798630515.0,21144491393971.5,0.0,21189230.333,475813.2,9831524608.0,3224195.261,3070662.333,464391.5,1152175.333,14255255.286,0.0,65751045.0,31451.0,42349568.048
10:38:01,34589559.636,557167.714,0.0,40612836.7,101279341.25,52920975129489.0,4278573549382.5,30151043440628.0,9558830742533.8,2782645243575.834,3449954339215.75,21348538131617.754,0.0,21520286.333,483299.1,9830742016.0,3271213.304,3101478.667,471919.8,1152175.333,14489901.286,0.0,65751045.0,31403.0,42465983.286
10:48:01,34673397.273,565739.429,0.0,41031196.9,102321530.75,53794307657960.18,4329895292614.75,30617654429871.246,9701500705905.8,2807247550332.166,3481995520948.0,21568681339883.5,0.0,21851342.333,491120.7,10210952192.0,3321480.174,3209750.667,479854.7,1152175.333,14722704.0,0.0,65751045.0,31410.333,43524831.19
10:58:01,34761323.909,574311.0,0.0,41430695.7,103317140.25,54632192600644.27,4387176772856.75,31054995122492.5,9852029849643.0,2889119145848.334,3535896047724.75,21906389117023.754,0.0,22182398.333,499319.9,10210075648.0,3361058.478,3242291.667,488119.8,1152175.333,14940791.0,0.0,65751045.0,31435.0,43656055.095
