Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
20:46:20,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8574471424.0,0.0,0.0,1168080.933,1175.143,0.0,0.5,10856.667,0.0
20:56:20,4119836.091,8570.571,0.0,1739365.9,4341392.5,349646849443.182,13680514320.5,372328407802.75,1105120003.6,81341795522.667,8121334721.0,59302863447.0,1372879344.333,9454671360.0,41637.478,103637.0,1168080.933,44626.286,0.0,3.5,12934.333,4691938.762
21:06:20,4196581.0,17141.429,0.0,2314301.3,5773330.75,701947567120.455,28301275909.0,735167619470.0,1789087645.0,164415221457.667,15957459013.25,117903021934.25,1401421208.0,9458092544.0,77950.13,117648.333,1168080.933,73945.429,0.0,3.5,12886.333,4832247.762
21:16:20,4337752.636,25712.429,0.0,2925427.3,7295261.25,1056180810318.545,42581132718.0,1103753073047.75,2474025089.4,240269199602.5,23579735492.75,174670736603.75,1429943283.667,9460984832.0,118299.739,135567.0,1168080.933,104464.714,0.0,3.5,12880.333,5067587.714
21:26:20,4422321.636,34283.429,0.0,3491640.1,8705660.0,1408967919678.546,57285549875.0,1469726722311.5,3154726461.2,323688711443.667,31430243998.25,232910239124.75,2802768733.0,9462179072.0,160721.304,150877.333,1168080.933,131709.286,0.0,3.5,12928.333,5214818.714
21:36:20,4491248.0,42854.143,0.0,4156002.2,10359553.25,1760699671010.727,71343409996.5,1837002718561.5,3823201847.4,405004788717.5,39164682913.75,290374244008.0,2831288089.333,9464368896.0,198345.087,164282.0,1168080.933,160301.143,0.0,3.5,12944.333,5350873.81
21:46:20,4559054.636,51425.143,0.0,4736574.8,11806024.75,2114845203716.454,85449963036.0,2203864562734.0,4541475081.4,484215727114.5,46845873784.25,347600766395.75,2859824210.333,9466969088.0,230432.13,179353.333,1168080.933,186380.143,0.0,3.5,12960.333,5495412.429
21:56:21,6152544.818,59996.0,0.0,5305281.0,13222985.0,2467029815896.636,100133046709.25,2573919511424.5,5227667584.8,565299694425.0,54538497908.75,404925895913.0,2888357707.333,9470164224.0,1114458.652,212879.0,1168080.933,232275.857,0.0,3.5,13231.333,7425517.619
22:06:21,7011696.455,68567.286,0.0,5858552.2,14601460.0,2821606673585.454,114546572336.0,2956865738408.75,5927724012.2,644187083535.667,62171169732.25,462120335606.5,4261150731.333,9471865088.0,1165812.609,251510.0,1168080.933,261986.714,0.0,3.5,13153.0,8748599.952
22:16:21,7570102.364,77138.286,0.0,6417475.4,15993981.0,3173967100164.636,129766099595.25,3332082208973.0,6624330377.0,731106283756.667,69992367669.75,520287579414.25,4289687195.667,9474792960.0,1325772.609,292069.0,1168080.933,291824.429,0.0,3.5,13185.0,9647451.952
22:26:21,7748884.182,85709.286,0.0,6965053.2,17358165.0,3527138316964.364,144111607173.0,3710676902746.0,7280200022.4,813975140736.0,77648900986.75,577010079188.5,4318202401.0,9476536320.0,1369528.13,332766.0,1168080.933,322253.857,0.0,3.5,13174.333,9883918.714
22:36:21,7822652.636,94280.286,0.0,7515832.2,18730292.25,3879051603738.727,158582778537.75,4092333378754.75,7975164850.4,900165534859.333,85448457743.0,635575481130.25,5691020046.0,9479348992.0,1408424.261,365804.667,1168080.933,350950.0,0.0,3.5,13190.0,10012493.81
22:46:21,7890831.455,102851.286,0.0,8078177.0,20131331.75,4233462141803.182,173778054238.0,4473680974204.75,8664656208.8,987391542913.667,93230512014.0,693817947922.75,5719557647.667,9481729792.0,1441366.565,399030.667,1168080.933,379786.286,0.0,3.5,13187.667,10142231.619
22:56:21,8119202.0,111422.429,0.0,8645554.0,21544811.0,4586715940830.546,188514719192.0,4853112413737.5,9347044273.0,1073274808659.167,100983216958.5,751400783440.25,5748091106.0,9481853440.0,1479630.435,441107.0,1168080.933,424305.286,0.0,3.5,13187.667,10475273.476
23:06:21,8905214.727,119993.286,0.0,9209084.2,22948730.5,4940459256412.363,202769472195.75,5238286842292.25,10029024532.4,1146783150814.333,108752515948.5,809454007410.25,5776616748.333,9484538624.0,1539401.652,474839.0,1168080.933,450791.571,0.0,3.5,13155.333,11706319.952
23:16:21,9422656.455,128564.857,0.0,9754336.2,24307143.0,5293579455178.454,216708798332.25,5619056794669.5,10723054475.0,1232335235473.167,116633904910.5,867993642784.75,7149433576.333,9487661056.0,1706039.652,508914.333,1168080.933,477381.857,0.0,3.5,13171.333,12484522.81
23:26:21,9516162.818,137135.714,0.0,10332254.6,25747083.75,5647466861029.728,230830002559.5,6009276077273.0,11410839139.6,1316511764359.667,124368440742.75,925348641957.5,7177979652.667,9490281984.0,1752569.609,535036.0,1168080.933,504819.286,0.0,3.5,13235.333,12640015.571
23:36:21,9602961.0,145706.857,0.0,10888326.0,27132601.0,6000629261859.909,245741469536.5,6396253122986.0,12094144577.4,1398363937302.167,132128891218.25,983454237768.5,8550787500.333,9492754688.0,1798795.696,562081.333,1168080.933,530500.714,0.0,3.5,13219.333,12784596.048
23:46:21,9670020.727,154277.857,0.0,11442581.6,28513401.5,6354564885392.728,260158773743.0,6778989497174.0,12757379695.4,1483789040403.333,139919082517.25,1040568776651.25,8579323690.333,9494753792.0,1841638.391,588681.667,1168080.933,557067.286,0.0,3.5,13219.333,12924417.667
23:56:21,9865970.091,162848.857,0.0,11997436.6,29895916.0,6707181180651.0,273384399541.75,7175520751959.75,13391581525.2,1546763926241.167,147161021544.75,1094308035097.75,9952053524.333,9493972224.0,1887579.957,619705.667,1168080.933,599319.0,0.0,3.5,13219.333,13255152.905
