Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
02:56:37,12479900.636,162858.571,0.0,21633929.7,53995806.5,13065076517900.182,3723933000629.5,9829201522630.5,3170538586926.8,850524562369.667,2674029249445.75,10354549625654.5,0.0,6288183.0,90461.2,9790026240.0,1080228.609,776413.667,53402.6,1152472.467,567256.286,0.0,3.5,69777.0,21057308.429
03:06:37,13222747.545,171430.143,0.0,22060509.7,55058238.5,13723940698533.455,3922000423003.5,10350247040274.75,3338061038731.0,901827636375.167,2819012017035.25,10911381728006.75,0.0,6619239.0,98441.1,9788171264.0,1115811.13,815563.333,56631.6,1152472.467,609453.571,0.0,3.5,69714.333,22329707.905
03:16:37,13814691.909,180001.714,0.0,22483328.3,56111403.75,14397555712894.0,4124149695185.0,10872597928524.0,3505821922696.6,936195879112.667,2962594723629.75,11463685034635.0,0.0,6950295.0,108612.8,9792801280.0,1281948.043,860419.333,59340.1,1152472.467,635815.286,0.0,3.5,69778.333,23306984.905
03:26:37,13916760.455,188573.286,0.0,22906134.5,57164601.75,15057131006746.545,4323367482832.25,11393572353471.25,3673512177340.2,983926286992.333,3107498904000.5,12017627607960.75,0.0,7281351.0,117677.5,9798341632.0,1314808.0,913274.333,61094.9,1152472.467,664647.714,0.0,3.5,69730.333,23830077.19
03:36:37,13984933.182,197144.857,0.0,23331648.5,58224394.25,15717791026920.637,4526026956935.5,11914763613991.5,3841216970903.0,1023848924270.0,3250135790017.5,12570976306429.75,0.0,7612407.0,126899.2,9803841280.0,1350440.217,954690.333,64576.2,1152472.467,690763.286,0.0,3.5,69793.0,24065168.429
03:46:37,14054973.0,205716.286,0.0,23754131.1,59276712.5,16376074107684.727,4724454968215.25,12438697422970.75,4008806730734.8,1069033982486.167,3395893232618.5,13125319974851.25,0.0,7943463.0,136302.7,9796506368.0,1385934.957,988352.333,66834.3,1152472.467,716279.571,0.0,3.5,69762.333,24303362.762
03:56:37,14125766.091,214288.143,0.0,24182429.9,60343431.0,17045391511374.092,4926238193689.5,12959198412886.5,4176488653135.4,1111282147906.0,3540822797066.75,13682343170587.25,0.0,8274519.0,144953.7,9798806272.0,1439418.652,1017339.0,67997.2,1152472.467,743323.286,0.0,3.5,69714.333,24545910.19
04:06:38,14832453.909,222859.571,0.0,24606377.9,61399434.75,17704398438616.09,5115113198222.25,13479678010211.25,4342559652034.6,1140774183838.333,3697222887067.75,14227784227670.5,0.0,8605575.0,153958.3,9696023040.0,1475570.304,1056680.333,71071.3,1152472.467,784485.857,0.0,3.5,69732.333,26005758.333
04:16:38,15681087.0,231431.143,0.0,25028557.1,62451019.75,18408382592382.547,5299857357226.0,14000478241965.25,4509523580952.4,1168367091948.5,3859753901561.5,14773675755539.75,0.0,8936631.0,162130.6,9690099968.0,1514952.087,1093840.333,72405.4,1152472.467,811240.429,0.0,3.5,69700.333,27401688.143
04:26:38,16087133.182,240003.0,0.0,25450454.3,63501909.25,19100698749441.453,5481561460489.0,14523265125701.5,4676101756634.4,1190500366511.0,4021242493151.75,15311086780325.0,0.0,9267687.0,170122.3,9691577344.0,1561380.739,1148057.333,74099.1,1152472.467,837501.571,0.0,3.5,69780.333,28265791.905
04:36:38,16680552.727,248574.286,0.0,25873270.9,64555031.75,19797239456883.273,5666329545322.75,15044408895319.75,4842845538339.2,1215481942447.167,4183604112118.25,15854385789212.75,0.0,9598743.0,178508.6,9689918464.0,1600460.13,1158300.667,76165.6,1152472.467,864144.0,0.0,3.5,69796.333,29141368.714
04:46:38,17466923.091,257145.857,0.0,26306003.5,65632743.0,20510241413927.184,5847916280817.5,15566421732311.5,5009989602473.6,1232347122158.5,4344758574017.25,16395696264396.0,0.0,9929799.0,186909.3,9688326656.0,1633373.391,1183401.667,81696.9,1152472.467,893292.714,0.0,3.5,69747.0,30562318.0
04:56:38,18303591.364,265717.429,0.0,26733092.7,66696523.5,21182985733416.273,6038541426124.5,16086095848378.25,5175154772129.8,1256440644836.0,4507741379069.25,16937059635289.0,0.0,10260855.0,196664.8,9818134016.0,1683054.609,1268892.667,87047.2,1152472.467,921914.857,0.0,3.5,69733.0,32175931.857
05:06:38,18754341.273,274288.571,0.0,27153882.7,67744733.0,21893409774848.0,6195220661520.25,16595428747944.5,5338406869017.8,1280582619488.167,4668975894735.5,17436932609663.75,0.0,10591911.0,205062.4,9815477504.0,1733161.043,1287728.0,90783.5,1152472.467,950472.571,0.0,3.5,69779.667,32961821.667
05:16:38,18836300.0,282860.286,0.0,27590264.7,68831803.25,22614364066042.637,6334031183419.5,17107726888788.75,5500963486771.6,1301473754000.5,4828682667345.25,17925688207021.0,0.0,10936761.0,213765.5,9817602816.0,1772363.435,1321931.333,93833.3,1152472.467,978405.571,0.0,3.5,69781.0,33207999.476
05:26:38,18916027.364,291431.429,0.0,28004284.3,69863301.25,23370618024561.09,6405493952869.0,17608673768706.75,5655426514420.6,1330521531711.5,4992029809587.75,18379388923336.0,0.0,11267817.0,219835.1,9817576960.0,1825251.87,1336731.0,99697.6,1152472.467,1007230.429,0.0,3.5,69813.0,33362229.19
05:36:38,18996867.364,300002.857,0.0,28415377.5,70887547.75,24127321858734.91,6421401622068.25,18098928113050.754,5802373227474.2,1336537156036.667,5132157220322.5,18731084184526.0,0.0,11598873.0,225440.6,9873807872.0,1876786.348,1364599.333,103096.7,1152472.467,1033337.0,0.0,3.5,69829.0,33608529.762
05:46:38,19078076.636,308574.143,0.0,28824953.5,71907970.25,24841192561947.637,6428810309896.25,18580429334323.0,5944457383106.8,1338161304850.167,5254801662053.0,19025513197897.0,0.0,11929929.0,230395.9,9872617984.0,1916250.304,1368309.333,107031.2,1152472.467,1058056.0,0.0,3.5,69765.0,33719715.571
05:56:39,19171579.727,317145.429,0.0,29233590.3,72926125.5,25562679323277.273,6433398401093.25,19052344588558.246,6081719417468.0,1340342336468.667,5349615364661.5,19208226970818.0,0.0,12260985.0,235218.2,9872620032.0,1959122.652,1373882.333,109681.9,1152472.467,1082572.857,0.0,3.5,69763.667,33841827.238
06:06:39,19244595.909,325716.714,0.0,29643696.1,73947883.25,26287368807946.91,6435746850206.5,19511756486168.0,6213727251289.4,1342906409708.833,5391895458870.0,19292867188339.0,0.0,12592041.0,239719.9,9872364800.0,2005488.957,1377651.0,113691.2,1152472.467,1108558.143,0.0,3.5,69781.0,33953744.619
06:16:39,19319854.455,334287.857,0.0,30049729.1,74959557.0,27016715170037.637,6436086710946.0,19960771766051.246,6341459843279.0,1346104179061.833,5391915782518.25,19295003685679.754,0.0,12923097.0,243786.1,9872358656.0,2041440.391,1384382.667,117975.6,1152472.467,1133233.0,0.0,3.5,69779.667,34078635.333
06:26:39,19439802.909,342859.143,0.0,30458615.9,75978307.75,27745579989828.453,6436326190029.25,20409788443602.754,6469192849894.2,1349307800505.5,5391937374648.5,19297185938561.246,0.0,13254153.0,247622.3,9872376320.0,2081515.304,1399494.333,121981.6,1152472.467,1159811.286,0.0,3.5,69749.0,34241583.0
06:36:39,19507978.364,351430.286,0.0,30867190.9,76996309.5,28474635610240.273,6436566131560.75,20858805509275.0,6596925971700.8,1352512469260.0,5391959359343.0,19299344076381.0,0.0,13585209.0,251597.0,9872421120.0,2117823.478,1403249.667,125739.0,1152472.467,1186603.143,0.0,3.5,69794.667,34350817.571
06:46:39,19575781.545,360001.571,0.0,31272059.1,78005095.75,29203714045803.0,6436855229703.5,21307820467782.5,6724658484180.4,1355706812274.5,5391979974955.5,19301475003260.246,0.0,13916265.0,255494.7,9872282112.0,2160539.652,1407421.667,130398.4,1152472.467,1212943.0,0.0,3.5,69763.667,34458818.238
06:56:39,19652523.0,368573.0,0.0,31678153.5,79016978.75,29932896027412.09,6437093960129.75,21756845378871.246,6852393836130.4,1358910023159.333,5392001862146.25,19303620816263.754,0.0,14247321.0,259186.6,9871466240.0,2199797.957,1416187.333,134237.1,1152472.467,1239332.571,0.0,3.5,69721.333,34573875.667
07:06:39,19812315.818,377144.143,0.0,32084505.3,80029468.25,30662302342708.547,6437332975097.25,22205862976939.0,6980127107789.8,1362111344328.5,5392023564733.0,19305766366683.0,0.0,14578377.0,263097.1,9870160640.0,2247536.565,1421146.0,138206.5,1152472.467,1265293.143,0.0,3.5,69768.0,34766723.857
07:16:39,19943064.818,385715.429,0.0,32491244.5,81042914.25,31391849116801.184,6437573757042.25,22654880610005.754,7107860396672.6,1365317394331.167,5392046329900.25,19307907862682.5,0.0,14909433.0,266695.7,9869579264.0,2298843.261,1427136.667,141832.4,1152472.467,1290586.0,0.0,3.5,69787.0,34900212.762
07:26:39,20038428.636,394286.857,0.0,32897320.1,82054733.25,32121474011232.0,6437814361120.0,23103898138717.5,7235593655440.0,1368530276801.0,5392069679349.25,19310054427761.5,0.0,15240489.0,270504.9,9868949248.0,2338247.13,1432210.667,145558.5,1152472.467,1315811.714,0.0,3.5,69755.333,35014677.429
07:36:39,20120387.727,402858.0,0.0,33300439.9,83059216.25,32851180193658.363,6438051836023.25,23552916089485.754,7363318148301.2,1371743407807.833,5392093605326.75,19312192764758.246,0.0,15571545.0,274057.1,9867859712.0,2391539.565,1436918.0,149303.0,1152472.467,1341047.571,0.0,3.5,69777.0,35118170.0
07:46:39,20205319.909,411429.286,0.0,33704057.7,84064944.5,33581013849045.453,6438288636196.0,24001934851164.754,7491039188886.4,1374950097648.167,5392116239051.5,19314318274240.754,0.0,15902601.0,277320.1,9866413056.0,2427371.609,1439138.667,152679.5,1152472.467,1367262.143,0.0,3.5,69681.0,35223733.048
07:56:40,20291366.909,420000.429,0.0,34106657.1,85068160.75,34310924020770.09,6438537592254.75,24450954048726.0,7618760364302.6,1378156179842.5,5392139221609.0,19316445661487.754,0.0,16233657.0,279930.2,9863597312.0,2460738.304,1444509.333,155420.3,1152472.467,1393897.0,0.0,3.5,69729.0,35343575.857
08:06:40,20376669.727,428571.714,0.0,34513858.9,86082735.5,35040991209577.0,6438774201222.75,24899967861303.246,7746480008101.2,1381358699966.0,5392162253858.5,19318579278030.5,0.0,16564713.0,283109.1,9860200960.0,2494581.957,1447611.667,158484.0,1152472.467,1419565.857,0.0,3.5,69728.667,35447838.905
08:16:40,20468310.818,437143.0,0.0,34918581.5,87091197.5,35945342956130.91,6439005839106.0,25348987378348.0,7874201281316.8,1384566667172.167,5392185226483.0,19320707564201.246,0.0,16895769.0,286374.3,9858133760.0,2534948.478,1453290.333,161562.2,1152472.467,1456176.429,0.0,3.5,69714.0,35558827.524
08:26:40,20583792.0,445714.286,0.0,35327803.5,88110802.5,37026977175959.45,6439232531474.5,25798004748688.0,8001921935583.0,1387777329839.5,5392207655594.75,19322832869036.5,0.0,17226825.0,289882.1,9856231680.0,2573678.696,1460860.333,164889.0,1152472.467,1483014.571,0.0,3.5,69762.0,35702085.571
08:36:40,20660530.0,454285.429,0.0,35730496.5,89114221.75,38108793022235.91,6439449120455.25,26247021709829.754,8129642484670.6,1390988741967.333,5392230146402.5,19324962651596.5,0.0,17557881.0,293282.0,9855032064.0,2620510.391,1463386.0,168095.3,1152472.467,1510183.286,0.0,3.5,69776.667,35798476.333
08:46:40,20738760.818,462856.571,0.0,36133749.3,90119024.5,39190444116139.18,6439669372741.75,26696024143942.0,8257358898013.8,1394197623876.5,5392252227677.5,19327090551580.754,0.0,17888937.0,297004.9,9854255872.0,2663089.696,1467830.667,171948.1,1152472.467,1537934.714,0.0,3.5,69712.667,35896169.143
08:56:40,20825556.727,471427.571,0.0,36536842.5,91123489.0,40272063724413.09,6439905126674.5,27145038964199.5,8385080793986.4,1397406308611.833,5392274382237.0,19329224572403.0,0.0,18219993.0,300469.2,9853720064.0,2692360.957,1473169.0,175287.1,1152472.467,1566407.857,0.0,3.5,69762.333,36010298.524
09:06:40,20904531.909,479998.857,0.0,36944733.9,92139782.25,41353450723734.0,6440113966109.5,27594056821206.246,8512814176250.2,1400608574975.833,5392297359730.75,19331353563607.0,0.0,18551049.0,303681.0,9852591616.0,2734815.087,1475836.0,178396.0,1152472.467,1603635.857,0.0,3.5,69681.667,36116322.238
09:16:40,21054660.455,488570.143,0.0,37351498.5,93153282.0,42433990386198.27,6440319860806.75,28043075969996.5,8640547934311.2,1403819462637.667,5392320765050.0,19333482922980.754,0.0,18882105.0,306792.3,9851515392.0,2883458.478,1487380.667,181476.9,1152472.467,1631185.0,0.0,3.5,69777.0,36306152.714
09:26:40,21155612.273,497141.571,0.0,37759242.1,94169241.75,43515140580291.63,6440536084255.5,28492093066049.5,8768281099883.8,1407026243017.167,5392343707414.25,19335613130678.246,0.0,19213161.0,310684.6,9849943040.0,2926853.304,1492973.333,185164.7,1152472.467,1657652.714,0.0,3.5,69778.333,36421478.857
09:36:40,21248740.727,505712.714,0.0,38169089.5,95190398.5,44596680561132.37,6440777789643.75,28941110593614.0,8896014391790.8,1410222757213.0,5392367151421.25,19337748635402.754,0.0,19544217.0,314601.1,9847814144.0,2977681.913,1495962.667,188924.6,1152472.467,1685852.857,0.0,3.5,69714.333,36533130.857
09:46:40,21330694.182,514284.0,0.0,38575107.3,96202034.75,45678136393818.45,6441011446249.5,29390127394834.754,9023747471797.8,1413422466017.5,5392390234866.0,19339874207166.5,0.0,19875273.0,318109.6,9846267136.0,3029185.478,1499454.667,192325.5,1152472.467,1714421.571,0.0,3.5,69729.0,36643099.0
09:56:40,21417119.273,522855.286,0.0,38982498.5,97217120.0,46758176707844.45,6441245343798.75,29839144116515.5,9151480530850.2,1416627246600.833,5392414108952.0,19342008901691.0,0.0,20206329.0,321501.3,9843609344.0,3075483.609,1504784.333,195666.4,1152472.467,1742458.143,0.0,3.5,69713.0,36761597.857
10:06:41,21499448.636,531426.429,0.0,39392414.7,98238419.75,47836716652429.27,6441477686779.75,30288161844761.246,9279213871008.4,1419807869219.833,5392437344917.75,19344137309934.754,0.0,20537385.0,325065.8,9841634304.0,3112568.478,1507260.0,199081.8,1152472.467,1770885.286,0.0,3.5,69745.0,36868505.857
10:16:41,21609709.909,539997.714,0.0,39800934.9,99256244.5,48918343410209.63,6441706367307.5,30737180389767.246,9406947445223.6,1423016906726.833,5392461512397.75,19346272426676.0,0.0,20868441.0,328390.4,9839899904.0,3166536.261,1513206.333,202285.0,1152472.467,1799599.286,0.0,3.5,69747.0,36996554.381
10:26:41,21717366.273,548569.0,0.0,40216134.1,100290625.0,49999794803440.45,6441937672966.25,31186198564163.0,9534673344663.2,1426221047194.333,5392486748891.0,19348408492525.0,0.0,21199497.0,331434.1,9837156608.0,3211561.304,1521649.667,205200.9,1152472.467,1828594.429,0.0,3.5,69731.0,37153468.857
10:36:41,21810125.727,557140.286,0.0,40621772.3,101301336.0,51081327889144.63,6442167219387.5,31635215605556.0,9662393932017.4,1429422987307.667,5392510660984.0,19350541549377.246,0.0,21530553.0,334677.5,9835777792.0,3255315.087,1524614.0,208427.1,1152472.467,1857499.857,0.0,3.5,69779.0,37266845.476
10:46:41,23707056.545,565711.429,0.0,41055830.9,102383017.25,52078858852978.73,6480837702727.75,32096075024699.246,9796389139143.8,1432435606465.333,5423724981788.75,19440932196498.754,0.0,21861609.0,340368.9,10178985472.0,3299883.913,1613753.0,212971.1,1152472.467,1888172.571,0.0,3.5,77191.333,40258507.048
10:56:41,23786031.273,574283.143,0.0,41468179.7,103410319.0,52774022431199.09,6654014911559.25,32602270504301.246,9960081811416.6,1488051956109.5,5566968642028.25,19919842144535.0,0.0,22192665.0,350185.3,10178902528.0,3339062.087,1618453.667,220960.4,1152472.467,1917026.286,0.0,3.5,77222.0,40376580.286
11:06:41,23857558.091,582854.714,0.0,41892634.7,104467473.5,53531201350621.73,6837978457894.0,33100508164782.5,10125050492457.0,1543704890659.667,5718652354173.0,20417080057856.5,0.0,22523721.0,358936.0,10178582272.0,3377807.261,1621056.667,228181.0,1152472.467,1945548.286,0.0,3.5,77222.0,40478749.381
