Stat,Schema,Block device statistics (per device),Caching Agent (CBo) for SNB (HSW) (per socket),Dentry/file/inode cache usage,Home Agent Unit for SNB (HSW) (per socket),InfiniBand usage (sw),Infiniband usage (default),Infiniband usage (ext),Integrated Memory Controller for SNB (HSW) (per socket),Intel Haswell Processor (HSW) (per core),Memory usage (per socket),NFS system usage,NUMA statistics (per socket),Network device usage (per device),Power Control Unit for SNB (HSW) (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,QPI Link Layer for SNB (HSW) (per socket),Ram-backed filesystem usage (per mount),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Scheduler accounting (per CPU),SysV shared memory segment usage,Virtual memory statistics
09:53:49,High,65957888.0,702547724544.0,18907.0,12380082807515.0,16069913872.0,0.0,16069913872.0,89949690820.0,6906026593913.0,68349968384.0,0.0,15692436.0,141824800.0,3430205915569.0,628592.0,15856104.0,188867417514.0,131502080.0,1548228848601.0,8591172749.0,414126.0,0.0,224333939.0
09:53:49,Low,0.0,28058476383.0,1776.0,115217121808.0,1268962.0,0.0,0.0,0.0,2450750513.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,17532282.0,0.0,0.0,0.0,0.0
10:03:50,Overall Average,7780522.727272727,239379864078.25,9948.333333333334,3619143506381.75,5435683968.75,0.0,2175286537.2,63932292154.8,1803548112767.2727,9113591808.0,0.0,5814985.666666668,7456174.130434782,875634328264.3334,192634.53333333333,2571966.8571428573,116869970038.5,65751042.0,1046022467722.0,4280944450.3333335,77137.14285714286,0.0,33808945.61904762
10:03:50,Standard Deviation,19233773.69151652,338416139924.39703,6979.946243027632,5980256442601.211,7515511974.113504,0.0,5447932465.3658285,35391536739.52095,2865712477412.521,20856460511.00961,0.0,8222813.893586158,30307263.205108274,1371411653576.7993,233066.58789363655,6292808.092902255,104538912228.26,65751038.0,738272763934.5005,3534722763.656005,160008.53769402305,0.0,77481836.60433944
10:03:50,High,65957888.0,825159527112.0,18866.0,13977071449953.0,18213543200.0,0.0,18213543200.0,108036907366.0,7688934007337.0,68349968384.0,0.0,17444957.0,147937310.0,3851325417194.0,628592.0,17986134.0,225282577524.0,131502080.0,1810236503295.0,8656709382.0,465015.0,0.0,256140035.0
10:03:50,Low,0.0,33012185552.0,1824.0,137665776025.0,1441720.0,0.0,0.0,0.0,2929618101.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,19456212.0,0.0,0.0,0.0,0.0
10:13:50,Overall Average,12197600.363636365,269140996611.0,23348.33333333333,4021151106733.25,5880064164.75,0.0,2353122198.8,72095859496.0,2011992711371.4543,9023942400.0,0.0,6332408.666666668,7764792.869565218,974330793966.6666,192634.53333333333,2803141.714285714,131517842991.25,65751042.0,1173791268501.75,5653551074.666667,85707.71428571429,0.0,40488845.0
10:13:50,Standard Deviation,30644586.52818536,380604128138.8797,25290.218403344974,6640910462791.38,8151453600.518254,0.0,5905198123.512421,39912051695.82948,3196991460496.198,21147483737.801426,0.0,8954559.098133525,31271686.20554615,1537265777104.4197,233066.58789363655,6858202.41554861,117693801581.54907,65751038.0,828743996838.9554,5307909932.082026,178648.27375657475,0.0,88983149.60921095
10:13:50,High,105603072.0,927939696909.0,58869.0,15523338268318.0,19746529732.0,0.0,19746529732.0,121798850093.0,8577514903170.0,68349968384.0,0.0,18997226.0,152442136.0,4318043424525.0,628592.0,19602236.0,253336133388.0,131502080.0,2032166139142.0,12756876852.0,519087.0,0.0,275888846.0
10:13:50,Low,0.0,37033560963.0,1968.0,154496630806.0,1538293.0,0.0,0.0,0.0,3277700150.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,21195292.0,0.0,0.0,0.0,0.0
10:23:50,Overall Average,12450146.545454545,298699731055.0,23270.66666666667,4419042069105.5,6531417843.0,0.0,2613783142.9,80424211806.2,2206914616265.3643,9110355968.0,0.0,6925513.333333332,8108723.391304348,1076119333738.3334,192634.53333333333,3104289.571428572,146677365025.0,65751042.0,1300878120626.0,5681059440.333333,94278.57142857145,0.0,43857232.85714286
10:23:50,Standard Deviation,30789253.5015443,422204468173.4562,25327.198691437537,7293045386301.225,9030958761.791359,0.0,6546388513.680532,44511172600.305145,3501731080589.0063,20866032774.902386,0.0,9790685.074112974,32357543.36998752,1687830893737.9268,233066.58789363655,7595464.727644176,131247834342.84692,65751038.0,917926118279.3484,5335110373.780007,196098.2689614405,0.0,97060579.59393013
10:23:50,High,105603072.0,1029493942216.0,58831.0,17050731360530.0,21885991984.0,0.0,21885991984.0,135787481480.0,9391201842903.0,68349968384.0,0.0,20776540.0,157499218.0,4740168294236.0,628592.0,21709300.0,282536710880.0,131502080.0,2251740450677.0,12821505064.0,569847.0,0.0,307877366.0
10:23:50,Low,0.0,41113724676.0,1776.0,172036337033.0,1718260.0,0.0,0.0,0.0,3657357323.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,23006826.0,0.0,0.0,0.0,0.0
10:33:50,Overall Average,12628572.272727273,335269234827.5,23370.0,4826705219866.25,6948553815.0,0.0,2780717602.8,91220559783.6,2412927428775.3643,9017809664.0,0.0,7372001.333333332,8486198.913043479,1175497725594.6667,192634.53333333333,3336021.571428572,165719379289.5,65751042.0,1457258424389.0,5710073743.666667,102850.14285714287,0.0,46049025.23809524
10:33:50,Standard Deviation,30903483.39883189,473504147044.0841,25284.65816788249,7952517557498.031,9620799549.490492,0.0,6971692446.35735,50495055639.28744,3820263836261.7383,21159318614.977283,0.0,10422112.983599946,33575815.58049249,1853599761235.5557,233066.58789363655,8162595.170000757,148819436747.56274,65751038.0,1027531119971.6572,5363285870.97457,214675.76725672907,0.0,102276977.00347346
10:33:50,High,105603072.0,1154837656510.0,58886.0,18600590272556.0,23310484848.0,0.0,23310484848.0,153989546188.0,10240715811495.0,68349968384.0,0.0,22116004.0,163175802.0,5204797702594.0,628592.0,23330212.0,319382640161.0,131502080.0,2522647791409.0,12888714018.0,623758.0,0.0,327415663.0
10:33:50,Low,0.0,46146144667.0,2016.0,193994694361.0,1809199.0,0.0,0.0,0.0,4112222988.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,4.0,24888672.0,0.0,0.0,0.0,0.0
10:43:50,Overall Average,12803643.909090908,358023235160.5,23289.66666666667,5212535338513.25,7600049280.5,0.0,3041436280.3,96999377214.0,2610691305597.727,9110466048.0,0.0,7912428.0,8736538.260869564,1278710708296.0,192634.53333333333,3622773.0,176330500405.5,65751042.0,1556064742520.25,5736762582.666667,111420.85714285713,0.0,49356606.095238104
10:43:50,Standard Deviation,31025126.43274326,505853334483.2888,25317.838774710253,8595142884289.858,10500548459.6254,0.0,7613053713.269745,53691349037.227806,4138307747270.698,20856686091.795525,0.0,11186383.86505876,34369465.02510789,2004669973457.6377,233066.58789363655,8864572.721813694,158006334717.19568,65751038.0,1097800962637.5062,5390621619.676539,232199.34137806715,0.0,110581388.90076436
10:43:50,High,105603072.0,1233585192549.0,58840.0,20099469562826.0,25450474188.0,0.0,25450474188.0,163738617253.0,11095116714765.0,68349968384.0,0.0,23737284.0,166841905.0,5628657578852.0,628592.0,25336450.0,339243753496.0,131502080.0,2693859386510.0,12953174287.0,674707.0,0.0,359235678.0
10:43:50,Low,0.0,49238585620.0,1824.0,206361022865.0,1995103.0,0.0,0.0,0.0,4370050736.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,26534676.0,0.0,0.0,0.0,0.0
10:53:50,Overall Average,13010005.545454545,394724652917.5,23259.33333333333,5618699626131.5,8102905524.5,0.0,3242673116.0,107933209909.0,2808784690098.0,10082725376.0,0.0,8486209.333333334,9128081.173913043,1377761571836.0,192634.53333333333,3910785.5714285714,195579816038.0,65751042.0,1710929392078.5,7109531483.333333,119991.71428571428,0.0,52231585.47619048
10:53:50,Standard Deviation,31180515.112640817,557202955484.5597,25347.335643460094,9251240233627.81,11177732892.38957,0.0,8107071230.623387,59742310032.05923,4440764334482.086,19359702141.675632,0.0,11997831.380565995,35651421.204778224,2160479729038.4988,233066.58789363655,9569716.60287588,175702490463.84384,65751038.0,1205716112063.084,7243654941.109688,250046.98870053215,0.0,117792337.77305676
10:53:50,High,105603072.0,1359141473305.0,58845.0,21641986983410.0,27098371080.0,0.0,27098371080.0,182129590080.0,11899463962990.0,68349968384.0,0.0,25458628.0,172798126.0,6064408959304.0,628592.0,27351705.0,376223089488.0,131502080.0,2961320931931.0,17051528779.0,726593.0,0.0,389856679.0
10:53:50,Low,0.0,54315104252.0,1728.0,229002926037.0,2146529.0,0.0,0.0,0.0,4857332308.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,28457554.0,0.0,0.0,0.0,0.0
11:03:50,Overall Average,13192526.727272727,417407730782.75,23222.33333333333,6005183004726.75,8780415706.0,0.0,3513803842.4,113464362012.6,3012899825829.8184,8876440576.0,0.0,8968090.333333334,9367440.695652174,1480645186913.8333,192634.53333333333,4190398.0,205810252676.75,0.5,1810682393788.75,7136602859.666667,128562.57142857145,0.0,55106667.23809524
11:03:50,Standard Deviation,31328632.17282483,589704160444.6747,25337.325567014545,9895846176583.52,12156527082.801071,0.0,8809309989.936687,62803777157.52765,4772849613025.429,21463076955.313114,0.0,12679311.507218895,36403408.46862075,2318945649285.1143,233066.58789363655,10253983.929332023,184638772515.1805,0.5,1277212209820.6748,7271697613.758393,268132.5063769016,0.0,125101490.30981591
11:03:50,High,105603072.0,1438092797772.0,58791.0,23144948367292.0,29454602444.0,0.0,29454602444.0,191460839422.0,12794060003364.0,68349968384.0,0.0,26904271.0,176235639.0,6509957417491.0,628592.0,29307423.0,395766665161.0,1.0,3134813971517.0,17117240369.0,779096.0,0.0,412221468.0
11:03:50,Low,0.0,57344714500.0,1680.0,240739991012.0,2286596.0,0.0,0.0,0.0,5044050814.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30070396.0,0.0,0.0,0.0,0.0
11:13:50,Overall Average,13354187.454545455,453262512993.5,23236.0,6407547008458.25,9439113994.75,0.0,3777406381.0,124237547777.4,3204637573361.636,9107596544.0,0.0,9606794.666666666,9773707.08695652,1579862650714.0,192634.53333333333,4512762.571428572,225095636063.25,65751042.0,1963862071164.0,7164686655.666667,137134.14285714287,0.0,58477247.80952381
11:13:50,Standard Deviation,31468074.99606795,639813893796.265,25350.638821668115,10545009797028.717,13047423108.127579,0.0,9458544962.94435,68752642628.37924,5064134493417.015,20862850298.269352,0.0,13582572.604084628,37721149.44114442,2465967286546.6714,233066.58789363655,11043383.310324924,202323863191.5708,65751038.0,1383843172615.9453,7298464657.579295,285471.4976652929,0.0,133855487.7252972
11:13:50,High,105603072.0,1560658421755.0,58823.0,24671652536593.0,31621168688.0,0.0,31621168688.0,209531232971.0,13566178423228.0,68349968384.0,0.0,28820384.0,182303088.0,6920269761323.0,628592.0,31563413.0,433388180439.0,131502080.0,3399293549463.0,17181455240.0,829558.0,0.0,445013516.0
11:13:50,Low,0.0,62355726307.0,1680.0,263371908222.0,2481846.0,0.0,0.0,0.0,5484132881.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,32005588.0,0.0,0.0,0.0,0.0
11:23:50,Overall Average,13535222.363636365,484112636093.75,23346.0,6807527525068.0,9885934710.0,0.0,3956219975.2,132688396116.0,3412995339089.273,9020573696.0,0.0,10077814.0,10089303.91304348,1680178814556.6667,192634.53333333333,4747663.857142857,240095936761.75,65751042.0,2095002588077.25,7193066083.666667,145705.14285714287,0.0,60724262.52380952
11:23:50,Standard Deviation,31633293.37382225,683606585590.614,25322.944905098746,11201067929982.307,13687152597.859074,0.0,9918482192.23275,73430544792.93065,5394190789635.634,21156723988.62405,0.0,14248514.968579896,38725695.80409775,2631671902822.5454,233066.58789363655,11618139.749056848,215984482094.6556,65751038.0,1476440327262.9392,7326928138.750893,304114.10740351514,0.0,139405450.53337872
11:23:50,High,105603072.0,1667307662403.0,58910.0,26207930101873.0,33163217884.0,0.0,33163217884.0,223753296248.0,14451431167645.0,68349968384.0,0.0,30233442.0,186881187.0,7386204279568.0,628592.0,33206174.0,462287824666.0,131502080.0,3626771996793.0,17248752643.0,883638.0,0.0,464642147.0
11:23:50,Low,0.0,66508282088.0,1920.0,280742136878.0,2587626.0,0.0,0.0,0.0,5828322590.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,33753154.0,0.0,0.0,0.0,0.0
11:33:50,Overall Average,13720357.272727273,512706284621.0,23329.33333333333,7211283340411.25,10541432349.75,0.0,4218538254.7,140669625772.0,3609191604820.364,9107917056.0,0.0,10642554.666666666,10421051.52173913,1775458253491.8333,192634.53333333333,5050705.285714285,254535633261.5,65751042.0,2218233066940.75,9909206906.333334,154275.7142857143,0.0,64034031.47619048
11:33:50,Standard Deviation,31812010.37786205,723978725267.5741,25301.50069769688,11864776147091.824,14573967896.150473,0.0,10564700551.671364,77834177162.39743,5702320485741.207,20864258852.502075,0.0,15047177.423220638,39796966.35006899,2782784057620.7007,233066.58789363655,12360029.691180067,228991504628.1569,65751038.0,1563069470839.1982,8781535622.041632,321655.4652982039,0.0,148107503.4950232
11:33:50,High,105603072.0,1765775533367.0,58863.0,27761236705289.0,35319761576.0,0.0,35319761576.0,237138620851.0,15275083963542.0,68349968384.0,0.0,31927664.0,191774546.0,7810358938118.0,628592.0,35326467.0,490256044418.0,131502080.0,3839844952655.0,21346769999.0,934650.0,0.0,496446971.0
11:33:50,Low,0.0,70454249726.0,1920.0,297694996108.0,2764116.0,0.0,0.0,0.0,6164568846.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,35544604.0,0.0,0.0,0.0,0.0
11:43:50,Overall Average,13870484.454545455,549289670260.75,22975.66666666667,7616666866911.5,11011933282.25,0.0,4406827203.6,151543397870.0,3811295400416.1816,8881750528.0,0.0,11115946.0,10817032.217391305,1877075265086.0,192634.53333333333,5294593.142857143,273777387030.5,0.5,2374726530207.5,9937944364.666666,162846.42857142858,0.0,66282154.0952381
11:43:50,Standard Deviation,31964055.65316453,775208608241.7219,25285.57837099154,12519538027551.42,15211710625.109043,0.0,11029208074.480522,83869131446.53374,6013657279433.275,21460615357.439262,0.0,15716649.594394008,41107863.40482587,2945271064327.399,233066.58789363655,12957148.49094601,246760816706.63666,0.5,1672718191029.933,8809135312.915232,339857.84230000677,0.0,153811857.7487328
11:43:50,High,105603072.0,1891007839443.0,58466.0,29300655559036.0,36870121220.0,0.0,36870121220.0,255498221304.0,16104605834447.0,68349968384.0,0.0,33347838.0,197803384.0,8265504806907.0,628592.0,37032991.0,527620695388.0,1.0,4110740900332.0,21413009368.0,987513.0,0.0,516066582.0
11:43:50,Low,0.0,75479513848.0,1440.0,320054934905.0,2894282.0,0.0,0.0,0.0,6592421327.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,37458618.0,0.0,0.0,0.0,0.0
11:53:50,Overall Average,14073867.636363635,572045115325.5,23332.66666666667,8009799727593.25,11647044815.0,0.0,4660986829.7,157229843083.2,4013206833083.5454,9114166784.0,0.0,11685220.333333336,11045504.869565217,1977287239200.1667,192634.53333333333,5593114.0,284414513649.5,65751042.0,2473521132257.25,9965039765.666666,171416.42857142858,0.0,69557351.19047621
11:53:50,Standard Deviation,32180076.50711145,807583286374.4169,25306.182068595197,13175351443420.465,16106347182.50378,0.0,11674864677.048063,87016382244.89809,6339263775591.772,20848350400.74866,0.0,16521723.27534224,41847606.13165277,3099738568136.864,233066.58789363655,13687782.441988967,255616836292.9748,65751038.0,1742906640166.4563,8836775249.603666,357776.4711104476,0.0,162487867.83004418
11:53:50,High,105603072.0,1969801410048.0,58873.0,30829680379764.0,39032005624.0,0.0,39032005624.0,265103393404.0,16980009581366.0,68349968384.0,0.0,35055661.0,201168228.0,8699119656486.0,628592.0,39121192.0,547200530104.0,131502080.0,4281612499105.0,21478744998.0,1039564.0,0.0,547861087.0
11:53:50,Low,0.0,78557687075.0,1920.0,332048845419.0,3037018.0,0.0,0.0,0.0,6789140531.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,39070576.0,0.0,0.0,0.0,0.0
12:03:51,Overall Average,14231817.454545455,608438077064.25,23270.33333333333,8418853669779.25,12150632736.0,0.0,4862517421.9,168056404838.6,4211123292225.0913,10092564992.0,0.0,12274378.333333336,11454394.52173913,2075275544926.8333,192634.53333333333,5890498.428571427,303582170755.0,65751042.0,2628034601831.5,9993698378.0,179987.1428571429,0.0,72438631.66666667
