Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
01:44:43,8649556.091,417832.429,0.0,29330375.7,73124565.25,294361191789787.75,290354915163674.75,303909866812534.5,227394987666064.8,93978705924155.17,216309186477027.0,40138409471419.25,28713093076.0,9516766976.0,2024709.826,2765972.0,1167038.0,1359943.143,0.0,3.5,9570.333,19756564.905
01:54:43,8706550.909,426403.571,0.0,29752977.1,74177262.25,294630947282210.4,290573917008329.5,304437915582065.0,227447857446418.2,93979926251783.33,216447823388209.5,40696093374218.0,30094967657.0,9516267008.0,2064126.435,2793852.667,1167038.0,1386846.571,0.0,3.5,9586.333,19876058.952
02:04:43,8823893.0,434975.0,0.0,30177935.5,75235918.75,294900724036984.44,290792828867438.5,304965923509675.5,227500701582188.6,93981146997402.67,216586432904525.0,41254505109960.0,31476836104.0,9514730240.0,2103135.043,2813533.667,1167038.0,1414185.714,0.0,3.5,9537.0,20033047.619
02:14:43,8884617.909,443546.143,0.0,30590321.7,76263397.5,295170675140947.8,291020052064932.25,305493560585662.5,227554472986002.2,93982047948615.83,216724623406599.0,41817275165619.75,31514580260.333,9512730880.0,2147822.652,2823893.0,1167038.0,1441105.286,0.0,3.5,9553.667,20163745.714
02:24:43,8953162.909,452117.286,0.0,31003765.9,77293463.5,295440727588621.25,291251753843095.0,306020468696007.0,227608912995482.8,93982629157267.33,216864682193625.25,42385910084730.75,31552633240.667,9512340224.0,2185164.87,2833795.667,1167038.0,1468267.714,0.0,3.5,9457.667,20287793.048
02:34:43,9060441.364,460688.714,0.0,31412685.1,78312371.0,295710643835273.06,291483606785589.5,306547352623840.5,227663369467126.6,93983159226318.17,217005602697895.5,42955502605437.0,32935023486.667,9511472640.0,2221153.957,2867963.667,1167038.0,1496209.571,0.0,3.5,9505.667,20457536.476
02:44:43,9120420.455,469259.857,0.0,31823340.9,79335531.25,295980427246124.75,291714643006792.0,307074373473807.5,227717703602973.8,93983682770373.83,217146548801704.25,43525055186853.75,32973160051.333,9511443200.0,2262264.739,2895221.0,1167038.0,1524178.286,0.0,3.5,9553.667,20574464.381
02:54:43,9197158.455,477831.0,0.0,32232889.5,80355960.25,296291329340758.25,291944003692852.75,307601961793447.75,227774061220680.2,93984039974331.66,217263071034816.25,44061066813268.75,34355859842.667,9511241472.0,2295969.957,2921432.0,1167038.0,1551563.714,0.0,3.5,9553.667,20696447.667
03:04:43,9287677.909,486402.286,0.0,32644800.1,81382262.5,296602660174679.25,292162782140113.5,308132718008048.75,227830175752971.6,93985590629103.33,217367881894837.0,44571961133354.25,34394851820.0,9510996992.0,2334761.652,2948572.333,1167038.0,1578924.143,0.0,3.5,9601.667,20832097.095
03:14:43,9367394.091,494973.857,0.0,33059320.1,82415067.0,296958559208121.44,292264792325430.0,308647131587024.25,227871110628237.4,93987768900922.34,217447186418013.0,44962188678717.51,35775451105.667,9511099392.0,2382749.087,2976208.667,1167038.0,1605486.143,0.0,3.5,9571.0,20965535.524
17:37:10,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8572557056.0,0.0,0.0,1167038.0,151.143,0.0,0.5,7395.0,0.0
17:47:10,3795508.182,8570.143,0.0,8692656.3,21719034.25,306732979554.818,199457487631.25,521797154334.0,51864650910.6,11189444660.5,98700505615.0,492118173766.5,37430610.667,9210788352.0,32643.478,89965.667,1167038.0,32875.0,0.0,3.5,9485.667,5130492.952
17:57:10,4035715.182,17141.286,0.0,9144070.5,22842804.0,596452273786.0,440565020307.5,1049479543069.5,107070643453.0,11802937253.5,214643788415.0,1048186821704.25,1419643225.333,9211348736.0,70030.783,116739.667,1167038.0,60778.143,0.0,3.5,9516.333,5445854.048
18:07:10,4091597.909,25712.714,0.0,9600681.9,23979522.5,887121141015.727,680453228086.25,1576855630075.5,162498234976.6,12306720440.833,335503489314.75,1609153222972.0,1457688958.0,9260327424.0,104214.609,218765.667,1167038.0,89433.429,0.0,3.5,9551.667,5993889.048
18:17:10,4267397.273,34283.857,0.0,10052942.1,25105411.75,1176276643933.273,921016791085.75,2104310205286.25,217984097008.8,12894619810.167,467265827642.75,2177492441572.75,2840013102.0,9260486400.0,141803.87,262594.667,1167038.0,117747.143,0.0,3.5,9497.333,6369710.762
18:24:39,4451388.182,42854.714,0.0,10510364.3,26244177.5,1466669220829.454,1161176357681.0,2631652047540.0,273563696327.8,13384117202.0,598154653908.0,2739674250433.5,2878091424.333,9267731712.0,198627.522,375229.667,1167038.0,146561.714,0.0,3.5,9551.333,7047000.095
18:34:39,4520304.091,49271.0,0.0,10854456.3,27100811.25,281474977284538.94,281474977358319.0,281474977346450.25,225179981668444.0,93827712165508.17,211106232844134.25,17592197436797.25,2906603607.667,9266668032.0,230648.609,458091.333,1167038.0,167485.714,0.0,3.5,9521.667,7506587.857
18:44:39,4752330.091,57842.571,0.0,11304623.1,28221641.25,281765399235336.44,281712807595974.5,282002656353518.75,225235312249490.4,93828267231594.34,211230838871451.75,18151003213729.754,2944661574.0,9262827520.0,268626.304,526294.333,1167038.0,195900.286,0.0,3.5,9537.333,7995294.429
18:54:39,4814171.818,66413.714,0.0,11736428.5,29297110.0,282055071603124.8,281953466220098.25,282529929164412.5,225290895093716.4,93828830933053.66,211356928212841.25,18713030429448.0,5671189132.0,9259099136.0,303051.783,587809.0,1167038.0,222766.714,0.0,3.5,9569.333,8330734.762
19:04:40,4874523.727,74985.143,0.0,12170728.5,30378794.5,282344716993042.4,282194365246517.5,283057134716574.25,225346541401186.2,93829369877796.83,211482604441343.75,19274147448489.246,5709162962.0,9258541568.0,344475.391,648449.667,1167038.0,249607.571,0.0,3.5,9553.333,8737647.571
19:14:40,4954611.364,83556.286,0.0,12599064.1,31445668.25,282633915840081.6,282434842073129.25,283584466481924.0,225402049271579.2,93829923294072.98,211609303600251.75,19839728924160.0,5747169560.333,9253388544.0,388932.696,698512.667,1167038.0,276643.286,0.0,3.5,9569.0,9005304.619
19:24:40,5040659.636,92127.429,0.0,13045115.7,32556401.75,282923657680517.75,282674768284686.75,284111751055277.25,225457606864808.4,93830453937484.83,211735754656157.0,20401472782200.246,5785354254.667,9261645056.0,436617.478,773002.667,1167038.0,304129.429,0.0,3.5,9553.667,9487929.476
19:34:40,5119260.636,100698.571,0.0,13484447.7,33650497.25,283212416509833.56,282917030280534.25,284637956411629.5,225513453011911.0,93830985093234.17,211860785046937.25,20959896361765.5,7167533932.667,9247409664.0,476477.391,853250.333,1167038.0,333600.714,0.0,3.5,9569.667,9931759.286
19:44:40,5193391.091,109269.714,0.0,13905992.1,34700719.0,283500379079528.06,283159854738714.0,285163588952458.5,225569445814935.6,93831531885398.17,211985082826754.75,21517497936639.246,7205390264.333,9256121088.0,520546.391,936860.0,1167038.0,361275.714,0.0,3.5,9569.667,10336890.143
19:54:40,5288005.182,117841.0,0.0,14327285.5,35750317.75,283792269235637.4,283396942385875.0,285690162547708.25,225624910199137.8,93832026550256.98,212110810253150.25,22075824922487.754,8587742802.333,9263195392.0,558346.913,1031049.333,1167038.0,390863.857,0.0,3.5,9569.667,10884740.143
20:04:40,5373686.091,126412.143,0.0,14744730.1,36790367.0,284084891256251.94,283632273491385.75,286217609844238.0,225679962398354.8,93832577156360.17,212238777466381.25,22635861592448.0,8625806065.667,9268480512.0,595394.174,1104660.333,1167038.0,419123.571,0.0,3.5,9537.667,11233603.238
20:14:40,5457503.636,134983.429,0.0,15163351.3,37833362.0,284377673471270.75,283869238082764.0,286744837557747.0,225735185685929.4,93833098820848.98,212365743531918.03,23195414311928.0,10008108824.333,9274598400.0,639791.087,1187888.333,1167038.0,447608.286,0.0,3.5,9569.667,11650902.571
20:24:40,5559200.727,143554.571,0.0,15578154.5,38866842.25,284669636914301.6,284106635555462.25,287272334259471.75,225790337125451.6,93833653146299.17,212492904988923.25,23755314083203.0,10046179752.333,9272741120.0,674211.87,1242633.0,1167038.0,474932.0,0.0,3.5,9585.667,11919815.381
20:34:40,5660900.091,152125.857,0.0,16002311.1,39923533.5,284966491704824.94,284342210373041.0,287799764730812.0,225845117555279.2,93834150526616.0,212630524506364.0,24318674681454.754,10084310155.667,9282488832.0,716212.087,1341837.0,1167038.0,502982.143,0.0,3.5,9585.667,12421913.381
20:44:40,5738386.091,160697.0,0.0,16425936.3,40978847.0,285261495068359.2,284578545662220.75,288327152039291.75,225900006380833.2,93834649331384.17,212768563350019.5,24883051905088.0,10122386446.0,9278301440.0,752940.478,1429807.667,1167038.0,530581.571,0.0,3.5,9569.667,12835243.143
20:54:40,5830023.636,169268.143,0.0,16848279.5,42031005.0,285556345381699.6,284817557046854.25,288854577211699.94,225955102803856.6,93835149625807.66,212905986491899.0,25449342347270.5,12849018064.0,9275704832.0,790615.435,1509659.667,1167038.0,557806.714,0.0,3.5,9585.333,13242032.524
21:04:40,5930598.091,177839.286,0.0,17286028.3,43121264.25,285849172722406.56,285056897003838.5,289382061421088.5,226010260441672.8,93835656764101.17,213042456039538.25,26016093389280.5,12887113738.667,9283036160.0,838542.522,1601286.667,1167038.0,585908.286,0.0,3.5,9519.0,13656457.19
21:14:41,6022609.727,186410.429,0.0,17720646.1,44203805.0,286155087967672.75,285287515505267.5,289909147455384.0,226063968354186.6,93836144949383.17,213188130567318.75,26579633788669.0,12925221388.333,9285114368.0,876541.522,1698153.0,1167038.0,614874.714,0.0,3.5,9551.0,14153826.143
21:24:41,6104569.636,194981.571,0.0,18138186.7,45244073.75,286452897500850.44,285517687189914.25,290434424247961.75,226117673690794.4,93836635043128.5,213337868273997.25,27138950282468.246,14307419318.0,9235000064.0,921185.609,1780166.333,1167038.0,642637.143,0.0,3.5,9503.0,14571151.429
21:34:41,6238300.545,203552.857,0.0,18565598.7,46308819.0,286730819386071.25,285720214628050.75,290956813321684.25,226170252187777.6,93837123210201.66,213482209134087.0,27687156952505.246,14344949249.667,9278804992.0,960981.478,1890290.0,1167038.0,672178.429,0.0,3.5,9551.0,15095179.238
21:44:41,6325467.727,212124.0,0.0,18988993.3,47363558.25,287019973747102.44,285883109589912.5,291473155048030.5,226219039905997.6,93837739221734.34,213625510127713.75,28213326464744.0,14381490561.0,9280424960.0,998472.87,1931816.333,1167038.0,700873.286,0.0,3.5,9551.0,15299600.762
21:54:41,6424924.909,220695.143,0.0,19415020.9,48424816.25,287382750514361.6,285946309590106.25,291963557192610.25,226250896030960.6,93838834787996.17,213731148407516.75,28609346269703.5,15758057381.0,9277452544.0,1039483.957,1973419.0,1167038.0,728877.857,0.0,3.5,9567.0,15498439.238
22:04:41,6523648.091,229266.143,0.0,19836239.5,49474167.0,287765266030955.6,285976048663567.0,292446904484759.0,226275913809054.4,93840111166496.98,213813851260760.75,28951951752047.5,17133400141.667,9273298176.0,1077260.522,2046619.667,1167038.0,757057.571,0.0,3.5,9535.0,15850145.333
22:14:41,6608953.091,237837.143,0.0,20258405.3,50525804.0,288149723001109.75,285997370015520.25,292922295623564.25,226295810312062.6,93841557393929.17,213869824819462.03,29230370816450.0,17162679357.0,9271769088.0,1114939.652,2087222.0,1167038.0,784694.571,0.0,3.5,9583.0,16052894.667
22:24:41,6708781.636,246408.0,0.0,20679120.5,51573817.5,288537326453020.06,286008291627115.75,293386219618454.0,226307742789103.2,93843327619893.83,213896015445530.25,29421789361004.246,17189436049.0,9271403008.0,1152435.913,2112336.0,1167038.0,810644.857,0.0,3.5,9599.0,16176121.238
22:34:41,6801535.273,254979.0,0.0,21149033.1,52744859.75,288865015359418.0,286174773873979.5,293895925612788.75,226354949826544.2,93866881348558.83,213985159872446.75,29869578320781.246,17226347217.0,9534247680.0,1196965.609,2207247.0,1167038.0,838665.429,0.0,3.5,9580.0,16833032.762
22:44:41,6973628.273,263549.714,0.0,21646135.1,53982885.5,289177961385743.75,286386401152673.25,294423499916989.75,226410541691337.2,93878781423425.83,214087059099097.97,30374744586693.754,18609924613.333,9533819904.0,1250146.174,2266823.0,1167038.0,870484.857,0.0,3.5,9609.667,17094245.857
22:54:41,7318163.364,272121.143,0.0,22159228.5,55260645.75,289492956599938.56,286596777539811.75,294942209594903.0,226466797090324.8,93907716590494.67,214192852583218.5,30891876011412.0,18649192015.667,9533651456.0,1302073.565,2328793.0,1167038.0,902020.571,0.0,3.5,9562.333,17492438.952
23:04:41,7486900.364,280692.286,0.0,22610576.5,56384886.75,289820410210117.75,286806550893748.75,295450125828408.25,226524382397056.8,93959172304681.17,214295622105891.0,31414184640659.246,20032826614.333,9532453120.0,1346923.826,2371562.0,1167038.0,930230.0,0.0,3.5,9519.0,17714720.476
23:14:41,7549867.182,289263.571,0.0,23023466.3,57413550.0,290090769647948.06,287031905573652.0,295977308572662.75,226578472493980.4,93959770021922.34,214435418711988.0,31985145050904.5,20070898611.333,9532747008.0,1391575.609,2392674.667,1167038.0,956716.286,0.0,3.5,9535.0,17845970.476
23:24:41,7608357.909,297834.857,0.0,23436133.3,58441671.5,290389355840356.6,287265172988162.5,296505815915574.25,226634763310427.8,93960135093850.0,214552976110782.5,32526530462286.0,21453935569.333,9531535104.0,1438999.043,2402386.333,1167038.0,983905.429,0.0,3.5,9503.0,17966109.857
23:34:42,7723835.0,306406.143,0.0,23850308.1,59473554.0,290709533485739.8,287507380383905.5,297030483981428.5,226692802106420.4,93960400970250.34,214659459597892.75,33063207987812.246,21492335886.0,9531098112.0,1479315.783,2434071.0,1167038.0,1011293.286,0.0,3.5,9521.0,18130915.0
23:44:42,7782694.636,314977.429,0.0,24268371.3,60515013.75,290976130296665.06,287708040473932.5,297560257994319.25,226745219775449.6,93960977824706.67,214793303562241.75,33609116480684.754,21531133230.333,9529936640.0,1517516.826,2462088.0,1167038.0,1039369.857,0.0,3.5,9521.0,18255976.19
23:54:42,7858689.545,323548.571,0.0,24688117.7,61560612.75,291278908725320.25,287913534986059.5,298085824562798.75,226799982491159.6,93972185507472.17,214910746232188.25,34142386297267.754,21570234664.667,9529951232.0,1563432.783,2488313.0,1167038.0,1067183.429,0.0,3.5,9554.333,18379333.762
