Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
01:44:45,23679749.727,94285.857,0.0,12150280704.1,30366507493.75,3453239917366.091,1211903138902.75,4610650213813.5,27474355294.2,756952476952.333,141190403688.0,3443750219097.25,5698137302.333,8787539968.0,894737.522,0.0,2097077.333,1167250.8,3553526.286,0.0,0.5,8142.0,33916922.952
01:54:45,25814451.727,102923.571,0.0,13273792401.1,33174421493.5,3770335036284.273,1322529378347.0,5035057440249.0,30127710106.0,828072674833.167,152229161120.75,3758352146481.0,5727419886.333,8778892800.0,961284.13,0.0,2265071.0,1167250.8,3871766.286,0.0,0.5,8158.0,36663864.19
02:04:45,26582888.364,111495.429,0.0,14334382326.3,35825066826.25,4086247634744.909,1432754432050.5,5455822177847.75,32648521913.4,898386499426.833,164421138861.5,4071223677448.5,5756665335.333,8749531136.0,1015130.696,0.0,2440438.667,1167250.8,4209069.571,0.0,0.5,8206.0,38382370.762
02:14:45,26820928.545,120066.857,0.0,15463865807.1,38647918310.75,4402990794237.091,1542917002158.75,5874664103700.5,35038729282.2,972698386650.167,178224380910.25,4384832258734.25,7130148305.0,8754271744.0,1074422.522,0.0,2624885.0,1167250.8,4557893.0,0.0,0.5,8138.333,39866502.857
02:24:46,27039597.364,128637.857,0.0,16533417250.1,41320977771.0,4716188499742.818,1652823010668.25,6293618297098.75,38075878450.4,1042797562916.0,191981573903.25,4701254390963.25,7159075264.333,8736624128.0,1125125.478,0.0,2765681.667,1167250.8,4871586.143,0.0,0.5,8215.333,41151348.429
02:34:46,27280988.727,137209.429,0.0,17668832076.1,44158588643.25,5030482078586.0,1762611463218.25,6713665009382.0,41067818302.0,1104117871600.167,207097672021.5,5018634693503.75,7188030858.667,8760108288.0,1184649.957,0.0,2941597.0,1167250.8,5224795.857,0.0,0.5,8219.333,42696608.476
02:44:46,27488861.182,145781.143,0.0,18741208448.9,46838731634.75,5345906141755.454,1873278636581.0,7136344260729.25,43497803617.0,1171219947666.333,221636021988.0,5334716800941.0,7217283855.0,8801807872.0,1233655.913,0.0,3124079.333,1167250.8,5527021.0,0.0,0.5,8154.333,43982585.0
02:54:46,27760785.0,154352.714,0.0,19843624923.9,49593960940.0,5659869500682.272,1983537123005.5,7558729481787.25,46200067774.4,1231784785778.333,234276129611.25,5647185062030.0,8590667381.0,8775654144.0,1301893.87,0.0,3289465.667,1167250.8,5868162.0,0.0,0.5,8173.333,45365244.19
03:04:46,28053939.545,162924.571,0.0,20928820224.1,52306138281.75,5975428873508.909,2093898859000.25,7983479120766.5,48650840002.6,1299237214618.167,246972565760.25,5962518222084.25,8619873307.667,8751729664.0,1362270.0,0.0,3448599.0,1167250.8,6188868.286,0.0,0.5,8203.667,46679311.476
03:14:46,28368322.545,171496.0,0.0,22046363235.1,55099152342.75,6290289672892.363,2203715743248.75,8407353728655.25,51226754149.0,1366024185299.333,258824957870.25,6275715003611.75,8649034971.667,8771157504.0,1425024.174,0.0,3622292.667,1167250.8,6531541.857,0.0,0.5,8171.667,48096668.857
03:24:46,28640617.364,180067.286,0.0,23120808455.7,57784458106.0,6601112801353.909,2314432561239.0,8827692047249.5,53690330523.8,1431951176007.333,273430592983.75,6592048789216.5,10022573955.667,8774832128.0,1478101.565,0.0,3772410.0,1167250.8,6849607.714,0.0,0.5,8219.667,49424082.952
03:34:46,28911798.636,188638.714,0.0,24261225403.5,60634636035.75,6917008886743.546,2423994267965.5,9249432640851.0,55974078441.4,1497639791709.333,286593026062.0,6906080923837.5,10051915958.667,8798615040.0,1546386.391,0.0,3993807.333,1167250.8,7211390.286,0.0,0.5,8164.667,51029097.524
03:44:46,29134192.727,197210.143,0.0,25344604303.7,63342362196.5,7229260127397.728,2534771422295.5,9670618293619.75,58340035090.4,1557622949621.833,300772197533.75,7223199800105.75,10081166931.333,8772501248.0,1598537.739,0.0,4166255.333,1167250.8,7525676.571,0.0,0.5,8187.667,52308423.619
23:54:39,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8583805440.0,0.0,0.0,0.0,1167250.8,452.143,0.0,0.5,6900.667,0.0
