Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:17:37,3903237.636,120251.857,0.0,128714516233.0,317338627661.25,284562563514053.0,282119357449892.75,285989297575580.25,225493856243343.4,93879381305190.5,211505033889801.97,20317225783802.246,5788009528.0,10671002112.0,219906.348,165509.291,865685.167,1441984.8,453045.571,0.0,69105667.0,19727.0,5867853.524
07:27:37,4046663.091,128823.286,0.0,137682083254.6,339746499767.75,284869424790205.75,282189279046892.25,286442214318566.5,225524931364556.2,93882770264980.5,211544338671445.5,20586789068304.0,7161503631.667,10716938240.0,234509.043,166204.335,912800.5,1441984.8,482793.714,0.0,69105667.0,19695.667,6048338.333
07:37:37,4122296.727,137394.857,0.0,146649649770.8,362154370656.5,285176184777323.8,282259268816540.5,286895527194255.0,225556012587996.8,93886111134185.66,211583663836769.97,20856432844311.246,7190709702.0,10762553088.0,248957.913,166204.335,948616.5,1441984.8,511885.286,0.0,69105667.0,19700.667,6179377.476
07:47:37,4198675.727,145966.429,0.0,155617223869.0,384562260273.75,285482884727264.44,282329070779603.0,287348064703358.25,225587067581940.2,93889525594681.66,211622948995329.5,21126002231056.5,7219933138.333,10808450560.0,264482.522,166204.335,984179.5,1441984.8,542573.857,0.0,69105667.0,19723.0,6301360.762
07:57:37,4279156.545,154538.0,0.0,164584796074.8,406970145272.75,285789958240263.6,282399215201507.75,287802085628580.0,225618129287224.8,93892806731758.0,211662244142631.0,21395422948628.0,8593396139.667,10854258688.0,279954.783,166279.932,1021953.167,1441984.8,573406.571,0.0,69105667.0,19749.0,6436228.952
08:07:38,4490370.545,163109.571,0.0,172841329201.0,427601190980.75,286093445777333.44,282463156857995.75,288255964879389.75,225646315863177.97,93898698828105.83,211697972799509.5,21643358990424.0,8622038230.333,11087773440.0,295677.174,166279.932,1262328.5,1441984.8,960641.571,0.0,69105667.0,19803.333,6787631.333
08:17:38,4631572.364,171680.286,0.0,181359136816.8,448885192418.75,286396403509695.06,282526536036867.5,288709232982463.25,225674224416357.8,93904613870460.5,211733405489269.0,21889873681983.5,9994885463.0,11360494336.0,314256.957,166279.932,1703330.833,1441984.8,1485342.143,0.0,69105667.0,19787.333,7125094.905
08:27:38,4780215.0,180251.571,0.0,190336265162.7,471317153821.5,286703263138066.56,282596048601681.0,289163090031978.75,225705304129248.6,93908076860437.83,211772770690718.03,22159727143762.0,10024099433.0,11406092288.0,331112.957,166963.733,1754631.833,1441984.8,1512397.571,0.0,69105667.0,19772.0,7335605.476
08:37:38,4855105.182,188823.286,0.0,199305554690.6,493729130890.75,287010523239021.75,282665984932365.75,289617613112470.25,225736373716827.2,93911341455530.17,211812078481118.25,22429248432340.5,11397504379.333,11451873024.0,346823.957,166963.733,1789315.5,1441984.8,1538411.286,0.0,69105667.0,19772.0,7455393.143
08:47:38,4931106.273,197394.571,0.0,208273800755.0,516138698925.75,287317154008975.25,282735856170208.5,290071385874593.5,225767432099704.2,93914674789142.5,211851366821619.0,22698764231058.246,11426686482.333,11497696512.0,363781.13,166963.733,1820981.167,1441984.8,1566671.0,0.0,69105667.0,19804.0,7571366.524
08:57:38,5010838.727,205965.714,0.0,217246046756.6,538558261923.75,287624228450774.6,282805548267560.75,290524799446465.0,225798489931002.4,93918214992583.17,211890665422587.5,22968316934953.5,11455882235.667,11543523584.0,381639.087,167034.859,1862292.5,1441984.8,1594455.429,0.0,69105667.0,19756.333,7700918.571
09:07:38,5088334.091,214537.0,0.0,226219094148.6,560979827544.0,287931426075670.75,282875549015716.0,290978687962292.75,225829569518171.2,93921538346848.98,211929966917784.5,23237779858706.754,11485091123.333,11589385472.0,397937.609,167034.859,1895891.833,1441984.8,1622398.429,0.0,69105667.0,19756.0,7818229.619
09:17:38,5171791.455,223108.571,0.0,235188775966.0,583392982755.75,288237905603886.6,282945072062951.0,291431853002228.25,225860672473998.4,93925055525305.66,211969340967673.5,23507606226295.0,12858593185.667,11219454720.0,414314.087,167034.859,1935428.167,1441984.8,1652025.143,0.0,69105667.0,19781.0,8030870.762
