Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Lustre filesystem usage (per mount),Lustre network usage (lnet),Lustre network usage (mdc),Memory usage (per socket),Network device usage (per device),NUMA statistics (per socket),Lustre filesystem usage (osc),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
01:40:20,5902447.455,102854.714,0.0,19493225.3,48665649.5,10139860604730.363,225313360059.25,5266381488824.5,1552898290650.2,546267600251.333,119194603099.25,845088313455.5,0.0,3972184.333,90649.7,9558204160.0,481243.565,710567.667,83545.6,1152027.067,412223.0,0.0,3.5,27087.667,7346073.81
01:50:20,6004143.182,111425.714,0.0,25049513.3,62547480.0,10964660867681.0,244890074912.75,5712399261206.5,1681802132267.4,580181780699.5,129128212327.0,909379104532.0,0.0,4303240.333,93716.4,9568128256.0,520639.826,744031.0,86058.0,1152027.067,438763.571,0.0,3.5,27073.0,7516755.048
02:00:20,6072701.0,119996.429,0.0,25764432.1,64330370.0,11799737365948.545,269673311343.0,6157677280126.5,1811177412810.6,612885029019.667,140903863355.0,988079711982.0,0.0,4634296.333,100042.1,9571512832.0,573833.565,768589.333,92374.5,1152027.067,464000.143,0.0,3.5,27041.0,7680095.476
02:10:20,6173284.909,128567.857,0.0,32218932.3,80456972.75,12573675641984.273,282956842211.5,6603513729687.25,1939903722897.8,637384590246.333,147696351229.0,1037813633365.5,0.0,4965352.333,106126.7,9579206912.0,616315.565,791234.0,98709.9,1152027.067,490332.286,0.0,3.5,27057.0,7840227.429
02:20:20,6694693.727,137139.0,0.0,32914648.5,82191772.25,13418189696859.092,309417931707.75,7044851024773.0,2069252502220.4,697616642741.167,158764991564.75,1118237997561.25,0.0,5296408.333,112307.2,9583204864.0,767901.348,823425.333,105211.6,1152027.067,514370.571,0.0,3.5,27205.333,8481769.333
02:30:20,6794154.636,145710.429,0.0,33566094.1,83816056.25,14265920126262.273,329439469040.5,7490613813949.25,2198302566543.6,730156835008.333,167991447880.25,1187985784192.75,0.0,5627464.333,119323.3,9573070592.0,800034.174,847240.667,112208.9,1152027.067,541184.857,0.0,3.5,27141.333,8645900.333
02:40:20,6864194.909,154281.571,0.0,41090243.5,102615904.0,15134927042442.092,346471188654.0,7915140964603.5,2328421443924.8,794535325318.333,180698705760.25,1267679789696.5,0.0,5958520.333,121762.4,9581356288.0,842666.043,887463.667,114938.1,1152027.067,568424.714,0.0,3.5,27189.667,8790796.143
02:50:20,7581634.818,162852.857,0.0,41515942.9,103676095.0,16033107769168.637,365776754311.25,8331734771678.0,2458589477444.4,882445267175.5,193787790608.25,1350964806576.5,0.0,6289576.333,129934.3,9583392000.0,884636.826,911756.0,123237.2,1152027.067,612637.286,0.0,3.5,27189.667,9511737.667
03:00:20,8860769.818,171424.286,0.0,41944665.7,104743774.5,16932165388076.545,385829675992.25,8749136498065.5,2588762189280.4,972600937433.0,206827889093.25,1435425452489.25,0.0,6620632.333,138412.2,9584622336.0,923717.87,939767.0,131844.0,1152027.067,641014.857,0.0,3.5,27221.667,10687998.476
03:10:20,10113838.273,179995.857,0.0,42371033.1,105805595.25,17831906736534.816,408377785933.0,9163447326787.75,2719300224586.4,1058857513625.5,221814018648.0,1530784708926.75,0.0,6951688.333,146673.8,9577440000.0,962685.652,970899.667,140349.1,1152027.067,667501.571,0.0,3.5,27191.667,11899784.952
03:20:20,11368400.909,188567.286,0.0,42799223.9,106871945.25,18730288049340.816,428057582704.0,9580151236805.0,2849463557714.6,1147797204654.0,235044386548.75,1615680398816.75,0.0,7282744.333,154948.4,9582347520.0,997603.522,998650.0,148758.2,1152027.067,693780.0,0.0,3.5,27159.667,13077846.095
03:30:21,12801737.182,197138.714,0.0,43228760.5,107941633.25,19628705161555.363,447652647447.5,9995070043215.25,2979662421810.4,1236804192262.333,248322677909.0,1699919694712.75,0.0,7613800.333,163771.9,9583732224.0,1035617.087,1033691.333,157694.8,1152027.067,721285.857,0.0,3.5,27223.667,14394106.952
03:40:21,14104719.364,205710.0,0.0,43659302.9,109013816.25,20529286915382.0,470066796079.25,10409552319442.0,3110366450106.2,1323540410813.667,263987833338.25,1794338644686.0,0.0,7944856.333,172485.6,9615740160.0,1074367.913,1045181.667,166436.2,1152027.067,747919.0,0.0,3.5,27209.0,15635936.19
03:50:21,15156269.182,214281.286,0.0,44091331.9,110089684.5,21464286451449.363,495794561215.5,10837221700657.0,3240834693849.0,1403959248749.167,278827541460.25,1893033271305.5,0.0,8275912.333,180970.9,9615892736.0,1113358.261,1050665.333,174957.1,1152027.067,774547.143,0.0,3.5,27191.667,16634580.667
04:00:21,15250514.091,222852.714,0.0,44520652.3,111158846.75,22401543566386.727,521258112679.5,11267121032754.5,3370466183757.8,1480495621767.833,290273777701.0,1980518583709.0,0.0,8606968.333,188533.4,9615950336.0,1156401.0,1065130.333,182737.3,1152027.067,799711.714,0.0,3.5,27191.667,16757852.381
04:10:21,15320552.545,231424.143,0.0,44949422.7,112226603.75,23337108347213.816,546599776588.25,11696393148952.75,3499591590162.2,1558141082755.333,299788070087.5,2061589819661.25,0.0,8938024.333,197353.9,9616003840.0,1205863.522,1069293.667,191513.4,1152027.067,826374.0,0.0,3.5,27191.667,16870292.714
04:20:21,15385005.455,239995.571,0.0,45378498.3,113295126.25,24270831846510.91,572165857221.5,12122561020993.0,3628682126042.6,1638576632144.667,309337206735.25,2142353508875.75,0.0,9269080.333,206338.5,9616055552.0,1244689.261,1076004.0,200506.3,1152027.067,852763.714,0.0,3.5,27223.667,16985560.667
04:30:21,15510915.727,248567.0,0.0,45809673.3,114368874.0,25200251166619.91,597542894726.25,12550922016495.5,3757683167185.2,1718948290015.667,318214879386.25,2220707217405.75,0.0,9600136.333,214856.5,9616136192.0,1296413.609,1099052.333,209166.5,1152027.067,879340.857,0.0,3.5,27191.667,17143885.143
04:40:21,15571645.182,257138.429,0.0,46240577.5,115441943.5,26136129758205.727,626066784827.75,12969641003071.0,3888028976111.6,1802540017500.667,333195639504.5,2337969498063.25,0.0,9931192.333,223489.2,9637986048.0,1339346.957,1146137.0,217869.0,1152027.067,908674.571,0.0,3.5,27225.667,17277457.238
04:50:21,15648398.909,265709.714,0.0,46675236.5,116524324.75,27068472204480.363,674222344330.25,13375972250599.25,4026092997230.6,1889668365624.667,370186530738.0,2544291070543.25,0.0,10262248.333,233235.6,9661043456.0,1381201.609,1192132.333,227449.6,1152027.067,940213.286,0.0,3.5,27225.667,17411936.143
05:00:21,15754569.727,274281.143,0.0,47108949.7,117604372.25,28018120847018.273,726803370045.0,13778997590175.75,4164447628879.4,1977520111136.833,410030116493.25,2772940911049.5,0.0,10593304.333,243172.2,9661090816.0,1437764.87,1214892.667,237328.4,1152027.067,969371.143,0.0,3.5,27192.333,17538765.619
05:10:21,15849194.727,282852.857,0.0,47537522.1,118671649.5,28958987119514.816,789968826559.25,14177634625157.0,4302982181836.2,2067118950009.167,447635105417.25,3020608606902.25,0.0,10924360.333,253365.9,9659998976.0,1497913.0,1248274.667,247277.5,1152027.067,999728.286,0.0,3.5,27176.333,17659449.952
05:20:22,15950894.364,291424.286,0.0,47971846.3,119753205.25,29908670943250.816,830314034824.0,14614616019225.5,4439139439283.2,2095003554424.167,475397785158.25,3197877149799.0,0.0,11255416.333,263724.4,9660061440.0,1540278.478,1255226.333,257359.5,1152027.067,1026003.0,0.0,3.5,27177.333,17792891.905
05:30:22,16097285.909,299995.714,0.0,48401056.9,120822091.25,30937243658057.273,845951656539.25,15071238950489.75,4569388487089.4,2095003573029.833,489164653011.5,3301682151242.5,0.0,11586472.333,274969.0,9681304832.0,1591852.826,1293034.333,268097.7,1152027.067,1054895.714,0.0,3.5,27208.0,17970664.571
05:40:22,16185574.455,308567.286,0.0,48828734.3,121887147.25,31986376654726.637,858278121015.5,15526377103784.0,4699123588152.4,2095016916698.833,503189613644.25,3388151929611.5,0.0,11917528.333,291417.2,9679503360.0,1641252.0,1315627.667,283315.6,1152027.067,1080417.714,0.0,3.5,27207.0,18099901.714
23:40:19,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8576369152.0,0.0,0.0,0.0,1152027.067,533.429,0.0,0.5,25131.0,0.0
23:50:19,4622836.273,8570.714,0.0,1907215.9,4761976.0,906912053682.364,23128481804.75,431495123359.75,133072680957.0,67601146325.0,20344364048.5,117455510374.75,0.0,330568.333,479.6,9529488128.0,40724.652,326241.333,819.5,1152027.067,101778.571,0.0,3.5,27011.333,5111224.048
