Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),Caching Agent (CBo) for SNB (HSW) (per socket),Home Agent Unit for SNB (HSW) (per socket),Integrated Memory Controller for SNB (HSW) (per socket),Power Control Unit for SNB (HSW) (per socket),QPI Link Layer for SNB (HSW) (per socket),Ring to PCIe Agent for SNB (HSW) (per socket),Running average power limit,Memory usage (per socket),Network device usage (per device),NUMA statistics (per socket),"Process specific data (MaxRSS, executable name etc.)",Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
07:27:32,5350284.545,154313.0,0.0,8058487.3,20075953.75,2011947732901.091,170112486258.75,3233806091643.75,160166359.4,1103223341.667,528823542.5,621184881050.0,4254510036.0,8643892224.0,772855.826,571559.667,1167272.4,500958.571,0.0,65961986.5,9441.0,7095474.762
07:37:32,5418083.364,162886.429,0.0,8477783.5,21120577.5,2122693956410.546,178988416567.0,3413472790306.75,166782173.2,1103223341.667,556447436.25,651433098292.5,4266830788.667,8643962624.0,828653.87,588773.333,1167272.4,526120.143,0.0,65961986.5,9409.0,7237525.048
07:47:32,5487745.909,171460.143,0.0,8895120.9,22160334.75,2233416801510.818,186235985058.5,3593141449908.75,168313818.0,1103223341.667,580555275.0,673462170440.25,4279099353.333,8644804864.0,863394.478,606100.0,1167272.4,551080.571,0.0,65961986.5,9363.0,7367792.857
07:57:32,5568583.273,180033.429,0.0,9310584.7,23195448.0,2344147547749.818,192268118158.0,3772802485582.0,169369544.8,1103223341.667,602472065.25,692626567694.5,5635579594.0,8644832256.0,915394.043,621928.667,1167272.4,575934.429,0.0,65961986.5,9331.0,7498731.0
08:07:32,5627445.182,188606.429,0.0,9729581.3,24239312.5,2454962464074.909,197823456900.0,3952454250369.75,170335020.4,1103223341.667,623511264.25,711059749574.5,5647690216.333,8645290752.0,956887.261,633111.0,1167272.4,601128.857,0.0,65961986.5,9379.0,7614304.476
08:17:33,5689661.636,197179.571,0.0,10147296.9,25279981.0,2565830884161.636,203746061234.5,4132107045997.25,171310721.6,1103223341.667,644317072.25,730163413261.25,5659800805.667,8645357056.0,998578.304,646716.667,1167272.4,626154.714,0.0,65961986.5,9427.0,7746797.143
08:27:33,5807745.0,205752.429,0.0,10562908.7,26315430.75,2676838983867.818,209481362668.5,4311757667331.25,172271233.6,1103223341.667,665080233.25,749228782995.0,5671907080.333,8645442816.0,1052695.304,666460.0,1167272.4,651063.714,0.0,65961986.5,9363.0,7912445.19
08:37:33,5867722.364,214325.429,0.0,10979181.9,27352506.0,2789009167134.818,214081081126.5,4491409856997.5,172976755.6,1103223341.667,684222997.0,767223437946.0,5684008548.333,8645507328.0,1096414.261,675655.667,1167272.4,676356.0,0.0,65961986.5,9395.0,8033674.619
08:47:33,5947812.909,222898.429,0.0,11393779.1,28385397.0,2901121260084.909,218970043617.75,4671061883918.5,173679795.6,1103223341.667,703519772.75,785670923572.5,5696096198.667,8645908992.0,1141177.522,686643.0,1167272.4,702440.857,0.0,65961986.5,9361.667,8155669.19
08:57:33,6048761.364,231471.429,0.0,11811685.3,29426534.25,3013184967217.091,223745238261.5,4850714319453.75,175864196.8,1103223341.667,722958351.5,803925505763.5,5708183673.667,8645635840.0,1181484.565,699369.667,1167272.4,727336.286,0.0,65961986.5,9411.0,8277663.333
09:07:34,6123263.0,240044.429,0.0,12226629.9,30460319.0,3125214713569.909,228444119065.5,5030365947282.5,189133060.0,1103223341.667,742353775.25,821760349287.75,7064469222.0,8645820672.0,1236497.217,708283.667,1167272.4,752532.286,0.0,65961986.5,9411.0,8387523.333
09:17:34,6201871.091,248617.429,0.0,12641915.3,31494915.75,3237296751248.0,233442708097.25,5210017336484.0,202378922.0,1103223341.667,761370310.0,840350774656.0,7076494578.333,8645751296.0,1278341.565,719902.0,1167272.4,777500.429,0.0,65961986.5,9428.333,8509251.905
09:27:34,6340070.455,257190.429,0.0,13045010.5,32498902.0,3349402556445.546,238454120162.5,5389670042864.25,215677381.8,1103223341.667,780841975.5,858913420475.75,7088516635.0,8646085632.0,1328892.478,741671.0,1167272.4,802199.571,0.0,65961986.5,9444.333,8668913.095
09:37:34,6414950.091,265763.429,0.0,13460532.9,33534110.0,3461529110515.0,243418146128.0,5569321352891.75,228953141.0,1103223341.667,800197499.5,877440834661.25,8444812997.667,8645890560.0,1374057.043,752496.667,1167272.4,826470.143,0.0,65961986.5,9461.667,8786923.143
09:47:35,6487962.273,274336.571,0.0,13875820.5,34568707.75,3573639985040.182,248215381774.75,5748973423770.0,242212787.0,1103223341.667,819403333.5,895697339149.75,8456839169.333,8646078976.0,1411952.478,763345.0,1167272.4,850417.143,0.0,65961986.5,9413.667,8898816.286
09:57:35,6565446.455,282909.429,0.0,14289367.7,35599021.25,3685696635910.091,252005138005.0,5928624112800.5,255511804.0,1103223341.667,838622228.0,912670585315.25,8468871045.0,8646136576.0,1464311.087,774692.667,1167272.4,875424.857,0.0,65961986.5,9396.333,9017116.048
10:07:35,6644789.636,291482.571,0.0,14709230.9,36644993.75,3797807875115.364,255365945048.5,6108278752333.75,268743037.6,1103223341.667,857417145.75,928983931831.75,8480869590.0,8646070016.0,1512589.609,787841.667,1167272.4,899910.0,0.0,65961986.5,9380.0,9127611.048
10:17:35,6744618.909,300055.571,0.0,15123363.3,37676683.75,3909908969777.364,258730693095.5,6287928591895.0,281989870.4,1103223341.667,876215084.25,945281967995.25,8492849454.333,8646257408.0,1557989.217,801802.0,1167272.4,925608.0,0.0,65961986.5,9412.0,9252623.905
10:27:35,6829177.636,308628.571,0.0,15542228.3,38720186.25,4021912224930.636,262127420533.0,6467581884628.25,288142149.6,1103223341.667,895243541.5,961647062329.75,8504872220.667,8646056192.0,1610123.696,814793.333,1167272.4,951231.429,0.0,65961986.5,9380.0,9372283.476
10:37:36,6904802.818,317201.714,0.0,15956680.1,39752691.0,4134014995051.727,265515901829.25,6647237322173.25,288814408.4,1103223341.667,913951792.5,977985502012.0,8516928101.0,8646245632.0,1665677.565,823897.667,1167272.4,976073.429,0.0,65961986.5,9412.667,9489699.429
