Cycle,Block device statistics (per device),Scheduler accounting (per CPU),Infiniband usage (default),Infiniband usage (ext),InfiniBand usage (sw),Intel Haswell Processor (HSW) (per core),intel_hsw_cbo,intel_hsw_hau,intel_hsw_imc,intel_hsw_pcu,intel_hsw_qpi,intel_hsw_r2pci,intel_rapl,Memory usage (per socket),Network device usage (per device),NFS system usage,NUMA statistics (per socket),Process statistics,SysV shared memory segment usage,Ram-backed filesystem usage (per mount),Dentry/file/inode cache usage,Virtual memory statistics
18:38:40,165194.75,8565.458333333334,62333.0,471476281.0,1177997365.0,139442528670.70834,72892148551.5,454802908536.5,14109594596.75,58162592191.5,26362830000.75,310435224473.0,24352874.5,12149237632.0,40153904.4,22.4,2436692.5,683038.0,0.0,0.0,39921.0,1761263.0
18:48:40,165194.75,8565.458333333334,62333.0,471476281.0,1177997365.0,139442528670.70834,72892148551.5,454802908536.5,14109594596.75,58162592191.5,26362830000.75,310435224473.0,24352874.5,12149237632.0,40153904.4,22.4,2436692.5,683038.0,0.0,0.0,39921.0,1761263.0
18:58:40,165194.75,8565.458333333334,62333.0,471476281.0,1177997365.0,139442528670.70834,72892148551.5,454802908536.5,14109594596.75,58162592191.5,26362830000.75,310435224473.0,24352874.5,12149237632.0,40153904.4,22.4,2436692.5,683038.0,0.0,0.0,39921.0,1761263.0
19:08:40,165194.75,8565.458333333334,62333.0,471476281.0,1177997365.0,139442528670.70834,72892148551.5,454802908536.5,14109594596.75,58162592191.5,26362830000.75,310435224473.0,24352874.5,12149237632.0,40153904.4,22.4,2436692.5,683038.0,0.0,0.0,39921.0,1761263.0
19:18:40,165194.75,8565.458333333334,62333.0,471476281.0,1177997365.0,139442528670.70834,72892148551.5,454802908536.5,14109594596.75,58162592191.5,26362830000.75,310435224473.0,24352874.5,12149237632.0,40153904.4,22.4,2436692.5,683038.0,0.0,0.0,39921.0,1761263.0
19:28:40,165194.75,8565.458333333334,62333.0,471476281.0,1177997365.0,139442528670.70834,72892148551.5,454802908536.5,14109594596.75,58162592191.5,26362830000.75,310435224473.0,24352874.5,12149237632.0,40153904.4,22.4,2436692.5,683038.0,0.0,0.0,39921.0,1761263.0
17:58:40,326668.75,17135.25,63366.0,475680607.0,1188498076.0,289780155165.9167,151977005085.66666,911943645780.25,29144029506.5,106543322992.0,59438696184.0,654947755246.5,722249866.0,12123772544.0,40541848.8,1069.6,2462104.0,716649.0,0.0,0.0,40062.0,1995919.0
18:08:40,326668.75,17135.25,63366.0,475680607.0,1188498076.0,289780155165.9167,151977005085.66666,911943645780.25,29144029506.5,106543322992.0,59438696184.0,654947755246.5,722249866.0,12123772544.0,40541848.8,1069.6,2462104.0,716649.0,0.0,0.0,40062.0,1995919.0
18:18:40,326668.75,17135.25,63366.0,475680607.0,1188498076.0,289780155165.9167,151977005085.66666,911943645780.25,29144029506.5,106543322992.0,59438696184.0,654947755246.5,722249866.0,12123772544.0,40541848.8,1069.6,2462104.0,716649.0,0.0,0.0,40062.0,1995919.0
18:28:40,326668.75,17135.25,63366.0,475680607.0,1188498076.0,289780155165.9167,151977005085.66666,911943645780.25,29144029506.5,106543322992.0,59438696184.0,654947755246.5,722249866.0,12123772544.0,40541848.8,1069.6,2462104.0,716649.0,0.0,0.0,40062.0,1995919.0
18:38:40,326668.75,17135.25,63366.0,475680607.0,1188498076.0,289780155165.9167,151977005085.66666,911943645780.25,29144029506.5,106543322992.0,59438696184.0,654947755246.5,722249866.0,12123772544.0,40541848.8,1069.6,2462104.0,716649.0,0.0,0.0,40062.0,1995919.0
18:48:40,326668.75,17135.25,63366.0,475680607.0,1188498076.0,289780155165.9167,151977005085.66666,911943645780.25,29144029506.5,106543322992.0,59438696184.0,654947755246.5,722249866.0,12123772544.0,40541848.8,1069.6,2462104.0,716649.0,0.0,0.0,40062.0,1995919.0
18:58:40,326668.75,17135.25,63366.0,475680607.0,1188498076.0,289780155165.9167,151977005085.66666,911943645780.25,29144029506.5,106543322992.0,59438696184.0,654947755246.5,722249866.0,12123772544.0,40541848.8,1069.6,2462104.0,716649.0,0.0,0.0,40062.0,1995919.0
19:08:40,326668.75,17135.25,63366.0,475680607.0,1188498076.0,289780155165.9167,151977005085.66666,911943645780.25,29144029506.5,106543322992.0,59438696184.0,654947755246.5,722249866.0,12123772544.0,40541848.8,1069.6,2462104.0,716649.0,0.0,0.0,40062.0,1995919.0
19:18:40,326668.75,17135.25,63366.0,475680607.0,1188498076.0,289780155165.9167,151977005085.66666,911943645780.25,29144029506.5,106543322992.0,59438696184.0,654947755246.5,722249866.0,12123772544.0,40541848.8,1069.6,2462104.0,716649.0,0.0,0.0,40062.0,1995919.0
19:28:40,326668.75,17135.25,63366.0,475680607.0,1188498076.0,289780155165.9167,151977005085.66666,911943645780.25,29144029506.5,106543322992.0,59438696184.0,654947755246.5,722249866.0,12123772544.0,40541848.8,1069.6,2462104.0,716649.0,0.0,0.0,40062.0,1995919.0
17:58:40,1665484.0,25705.166666666668,64268.0,476994282.0,1191774920.0,448034649899.5,235504474346.0,1369705807089.25,44215986181.5,150877805438.5,96179050636.75,1040314932529.5,748863097.0,12093048960.0,40661497.2,2280.4,2575387.5,768916.0,0.0,0.0,40045.0,3524223.0
18:08:40,1665484.0,25705.166666666668,64268.0,476994282.0,1191774920.0,448034649899.5,235504474346.0,1369705807089.25,44215986181.5,150877805438.5,96179050636.75,1040314932529.5,748863097.0,12093048960.0,40661497.2,2280.4,2575387.5,768916.0,0.0,0.0,40045.0,3524223.0
18:18:40,1665484.0,25705.166666666668,64268.0,476994282.0,1191774920.0,448034649899.5,235504474346.0,1369705807089.25,44215986181.5,150877805438.5,96179050636.75,1040314932529.5,748863097.0,12093048960.0,40661497.2,2280.4,2575387.5,768916.0,0.0,0.0,40045.0,3524223.0
18:28:40,1665484.0,25705.166666666668,64268.0,476994282.0,1191774920.0,448034649899.5,235504474346.0,1369705807089.25,44215986181.5,150877805438.5,96179050636.75,1040314932529.5,748863097.0,12093048960.0,40661497.2,2280.4,2575387.5,768916.0,0.0,0.0,40045.0,3524223.0
18:38:40,1665484.0,25705.166666666668,64268.0,476994282.0,1191774920.0,448034649899.5,235504474346.0,1369705807089.25,44215986181.5,150877805438.5,96179050636.75,1040314932529.5,748863097.0,12093048960.0,40661497.2,2280.4,2575387.5,768916.0,0.0,0.0,40045.0,3524223.0
18:48:40,1665484.0,25705.166666666668,64268.0,476994282.0,1191774920.0,448034649899.5,235504474346.0,1369705807089.25,44215986181.5,150877805438.5,96179050636.75,1040314932529.5,748863097.0,12093048960.0,40661497.2,2280.4,2575387.5,768916.0,0.0,0.0,40045.0,3524223.0
18:58:40,1665484.0,25705.166666666668,64268.0,476994282.0,1191774920.0,448034649899.5,235504474346.0,1369705807089.25,44215986181.5,150877805438.5,96179050636.75,1040314932529.5,748863097.0,12093048960.0,40661497.2,2280.4,2575387.5,768916.0,0.0,0.0,40045.0,3524223.0
19:08:40,1665484.0,25705.166666666668,64268.0,476994282.0,1191774920.0,448034649899.5,235504474346.0,1369705807089.25,44215986181.5,150877805438.5,96179050636.75,1040314932529.5,748863097.0,12093048960.0,40661497.2,2280.4,2575387.5,768916.0,0.0,0.0,40045.0,3524223.0
19:18:40,1665484.0,25705.166666666668,64268.0,476994282.0,1191774920.0,448034649899.5,235504474346.0,1369705807089.25,44215986181.5,150877805438.5,96179050636.75,1040314932529.5,748863097.0,12093048960.0,40661497.2,2280.4,2575387.5,768916.0,0.0,0.0,40045.0,3524223.0
19:28:40,1665484.0,25705.166666666668,64268.0,476994282.0,1191774920.0,448034649899.5,235504474346.0,1369705807089.25,44215986181.5,150877805438.5,96179050636.75,1040314932529.5,748863097.0,12093048960.0,40661497.2,2280.4,2575387.5,768916.0,0.0,0.0,40045.0,3524223.0
17:58:40,2802987.25,34275.583333333336,65172.0,478273538.0,1194965515.0,606117721181.0834,318445868042.9167,1827463492499.5,58973696757.75,195024403612.5,135081862967.5,1423884665225.5,775540610.5,12061928320.0,40777309.4,2280.4,2689933.0,802923.0,0.0,0.0,40029.0,4840831.0
18:08:40,2802987.25,34275.583333333336,65172.0,478273538.0,1194965515.0,606117721181.0834,318445868042.9167,1827463492499.5,58973696757.75,195024403612.5,135081862967.5,1423884665225.5,775540610.5,12061928320.0,40777309.4,2280.4,2689933.0,802923.0,0.0,0.0,40029.0,4840831.0
18:18:40,2802987.25,34275.583333333336,65172.0,478273538.0,1194965515.0,606117721181.0834,318445868042.9167,1827463492499.5,58973696757.75,195024403612.5,135081862967.5,1423884665225.5,775540610.5,12061928320.0,40777309.4,2280.4,2689933.0,802923.0,0.0,0.0,40029.0,4840831.0
18:28:40,2802987.25,34275.583333333336,65172.0,478273538.0,1194965515.0,606117721181.0834,318445868042.9167,1827463492499.5,58973696757.75,195024403612.5,135081862967.5,1423884665225.5,775540610.5,12061928320.0,40777309.4,2280.4,2689933.0,802923.0,0.0,0.0,40029.0,4840831.0
18:38:40,2802987.25,34275.583333333336,65172.0,478273538.0,1194965515.0,606117721181.0834,318445868042.9167,1827463492499.5,58973696757.75,195024403612.5,135081862967.5,1423884665225.5,775540610.5,12061928320.0,40777309.4,2280.4,2689933.0,802923.0,0.0,0.0,40029.0,4840831.0
18:48:40,2802987.25,34275.583333333336,65172.0,478273538.0,1194965515.0,606117721181.0834,318445868042.9167,1827463492499.5,58973696757.75,195024403612.5,135081862967.5,1423884665225.5,775540610.5,12061928320.0,40777309.4,2280.4,2689933.0,802923.0,0.0,0.0,40029.0,4840831.0
18:58:40,2802987.25,34275.583333333336,65172.0,478273538.0,1194965515.0,606117721181.0834,318445868042.9167,1827463492499.5,58973696757.75,195024403612.5,135081862967.5,1423884665225.5,775540610.5,12061928320.0,40777309.4,2280.4,2689933.0,802923.0,0.0,0.0,40029.0,4840831.0
19:08:40,2802987.25,34275.583333333336,65172.0,478273538.0,1194965515.0,606117721181.0834,318445868042.9167,1827463492499.5,58973696757.75,195024403612.5,135081862967.5,1423884665225.5,775540610.5,12061928320.0,40777309.4,2280.4,2689933.0,802923.0,0.0,0.0,40029.0,4840831.0
19:18:40,2802987.25,34275.583333333336,65172.0,478273538.0,1194965515.0,606117721181.0834,318445868042.9167,1827463492499.5,58973696757.75,195024403612.5,135081862967.5,1423884665225.5,775540610.5,12061928320.0,40777309.4,2280.4,2689933.0,802923.0,0.0,0.0,40029.0,4840831.0
19:28:40,2802987.25,34275.583333333336,65172.0,478273538.0,1194965515.0,606117721181.0834,318445868042.9167,1827463492499.5,58973696757.75,195024403612.5,135081862967.5,1423884665225.5,775540610.5,12061928320.0,40777309.4,2280.4,2689933.0,802923.0,0.0,0.0,40029.0,4840831.0
17:58:40,3999708.5,42845.666666666664,66099.0,479570909.0,1198201251.0,764268574235.4584,401587929968.0,2285623106815.75,73448203066.0,238796912544.0,177676372181.75,1809134281812.0,2146639970.5,12030147456.0,40894996.8,2280.4,2803708.0,838033.0,0.0,0.0,40045.0,6219230.0
18:08:40,3999708.5,42845.666666666664,66099.0,479570909.0,1198201251.0,764268574235.4584,401587929968.0,2285623106815.75,73448203066.0,238796912544.0,177676372181.75,1809134281812.0,2146639970.5,12030147456.0,40894996.8,2280.4,2803708.0,838033.0,0.0,0.0,40045.0,6219230.0
18:18:40,3999708.5,42845.666666666664,66099.0,479570909.0,1198201251.0,764268574235.4584,401587929968.0,2285623106815.75,73448203066.0,238796912544.0,177676372181.75,1809134281812.0,2146639970.5,12030147456.0,40894996.8,2280.4,2803708.0,838033.0,0.0,0.0,40045.0,6219230.0
18:28:40,3999708.5,42845.666666666664,66099.0,479570909.0,1198201251.0,764268574235.4584,401587929968.0,2285623106815.75,73448203066.0,238796912544.0,177676372181.75,1809134281812.0,2146639970.5,12030147456.0,40894996.8,2280.4,2803708.0,838033.0,0.0,0.0,40045.0,6219230.0
18:38:40,3999708.5,42845.666666666664,66099.0,479570909.0,1198201251.0,764268574235.4584,401587929968.0,2285623106815.75,73448203066.0,238796912544.0,177676372181.75,1809134281812.0,2146639970.5,12030147456.0,40894996.8,2280.4,2803708.0,838033.0,0.0,0.0,40045.0,6219230.0
18:48:40,3999708.5,42845.666666666664,66099.0,479570909.0,1198201251.0,764268574235.4584,401587929968.0,2285623106815.75,73448203066.0,238796912544.0,177676372181.75,1809134281812.0,2146639970.5,12030147456.0,40894996.8,2280.4,2803708.0,838033.0,0.0,0.0,40045.0,6219230.0
18:58:40,3999708.5,42845.666666666664,66099.0,479570909.0,1198201251.0,764268574235.4584,401587929968.0,2285623106815.75,73448203066.0,238796912544.0,177676372181.75,1809134281812.0,2146639970.5,12030147456.0,40894996.8,2280.4,2803708.0,838033.0,0.0,0.0,40045.0,6219230.0
19:08:40,3999708.5,42845.666666666664,66099.0,479570909.0,1198201251.0,764268574235.4584,401587929968.0,2285623106815.75,73448203066.0,238796912544.0,177676372181.75,1809134281812.0,2146639970.5,12030147456.0,40894996.8,2280.4,2803708.0,838033.0,0.0,0.0,40045.0,6219230.0
19:18:40,3999708.5,42845.666666666664,66099.0,479570909.0,1198201251.0,764268574235.4584,401587929968.0,2285623106815.75,73448203066.0,238796912544.0,177676372181.75,1809134281812.0,2146639970.5,12030147456.0,40894996.8,2280.4,2803708.0,838033.0,0.0,0.0,40045.0,6219230.0
19:28:40,3999708.5,42845.666666666664,66099.0,479570909.0,1198201251.0,764268574235.4584,401587929968.0,2285623106815.75,73448203066.0,238796912544.0,177676372181.75,1809134281812.0,2146639970.5,12030147456.0,40894996.8,2280.4,2803708.0,838033.0,0.0,0.0,40045.0,6219230.0
17:58:40,5160491.25,51416.041666666664,67014.0,480857150.0,1201409346.0,922546350077.2084,484969807633.875,2744073566175.25,87741162425.75,282201942998.5,222133839537.75,2194386947643.5,2845628474.0,11999114368.0,41013801.2,2309.6,2919886.0,872067.0,0.0,0.0,40046.0,7562477.0
18:08:40,5160491.25,51416.041666666664,67014.0,480857150.0,1201409346.0,922546350077.2084,484969807633.875,2744073566175.25,87741162425.75,282201942998.5,222133839537.75,2194386947643.5,2845628474.0,11999114368.0,41013801.2,2309.6,2919886.0,872067.0,0.0,0.0,40046.0,7562477.0
18:18:40,5160491.25,51416.041666666664,67014.0,480857150.0,1201409346.0,922546350077.2084,484969807633.875,2744073566175.25,87741162425.75,282201942998.5,222133839537.75,2194386947643.5,2845628474.0,11999114368.0,41013801.2,2309.6,2919886.0,872067.0,0.0,0.0,40046.0,7562477.0
18:28:40,5160491.25,51416.041666666664,67014.0,480857150.0,1201409346.0,922546350077.2084,484969807633.875,2744073566175.25,87741162425.75,282201942998.5,222133839537.75,2194386947643.5,2845628474.0,11999114368.0,41013801.2,2309.6,2919886.0,872067.0,0.0,0.0,40046.0,7562477.0
18:38:40,5160491.25,51416.041666666664,67014.0,480857150.0,1201409346.0,922546350077.2084,484969807633.875,2744073566175.25,87741162425.75,282201942998.5,222133839537.75,2194386947643.5,2845628474.0,11999114368.0,41013801.2,2309.6,2919886.0,872067.0,0.0,0.0,40046.0,7562477.0
18:48:40,5160491.25,51416.041666666664,67014.0,480857150.0,1201409346.0,922546350077.2084,484969807633.875,2744073566175.25,87741162425.75,282201942998.5,222133839537.75,2194386947643.5,2845628474.0,11999114368.0,41013801.2,2309.6,2919886.0,872067.0,0.0,0.0,40046.0,7562477.0
18:58:40,5160491.25,51416.041666666664,67014.0,480857150.0,1201409346.0,922546350077.2084,484969807633.875,2744073566175.25,87741162425.75,282201942998.5,222133839537.75,2194386947643.5,2845628474.0,11999114368.0,41013801.2,2309.6,2919886.0,872067.0,0.0,0.0,40046.0,7562477.0
19:08:40,5160491.25,51416.041666666664,67014.0,480857150.0,1201409346.0,922546350077.2084,484969807633.875,2744073566175.25,87741162425.75,282201942998.5,222133839537.75,2194386947643.5,2845628474.0,11999114368.0,41013801.2,2309.6,2919886.0,872067.0,0.0,0.0,40046.0,7562477.0
19:18:40,5160491.25,51416.041666666664,67014.0,480857150.0,1201409346.0,922546350077.2084,484969807633.875,2744073566175.25,87741162425.75,282201942998.5,222133839537.75,2194386947643.5,2845628474.0,11999114368.0,41013801.2,2309.6,2919886.0,872067.0,0.0,0.0,40046.0,7562477.0
19:28:40,5160491.25,51416.041666666664,67014.0,480857150.0,1201409346.0,922546350077.2084,484969807633.875,2744073566175.25,87741162425.75,282201942998.5,222133839537.75,2194386947643.5,2845628474.0,11999114368.0,41013801.2,2309.6,2919886.0,872067.0,0.0,0.0,40046.0,7562477.0
17:58:40,6404886.0,59986.583333333336,67923.0,482171844.0,1204688292.0,1080815782507.625,568787849982.5416,3202793384390.0,101825478078.5,325506085433.5,269181251847.25,2580448016018.0,2872558048.0,11967340416.0,41138423.0,2309.6,3034147.5,906692.0,0.0,0.0,40061.0,8990960.0
18:08:40,6404886.0,59986.583333333336,67923.0,482171844.0,1204688292.0,1080815782507.625,568787849982.5416,3202793384390.0,101825478078.5,325506085433.5,269181251847.25,2580448016018.0,2872558048.0,11967340416.0,41138423.0,2309.6,3034147.5,906692.0,0.0,0.0,40061.0,8990960.0
18:18:40,6404886.0,59986.583333333336,67923.0,482171844.0,1204688292.0,1080815782507.625,568787849982.5416,3202793384390.0,101825478078.5,325506085433.5,269181251847.25,2580448016018.0,2872558048.0,11967340416.0,41138423.0,2309.6,3034147.5,906692.0,0.0,0.0,40061.0,8990960.0
18:28:40,6404886.0,59986.583333333336,67923.0,482171844.0,1204688292.0,1080815782507.625,568787849982.5416,3202793384390.0,101825478078.5,325506085433.5,269181251847.25,2580448016018.0,2872558048.0,11967340416.0,41138423.0,2309.6,3034147.5,906692.0,0.0,0.0,40061.0,8990960.0
18:38:40,6404886.0,59986.583333333336,67923.0,482171844.0,1204688292.0,1080815782507.625,568787849982.5416,3202793384390.0,101825478078.5,325506085433.5,269181251847.25,2580448016018.0,2872558048.0,11967340416.0,41138423.0,2309.6,3034147.5,906692.0,0.0,0.0,40061.0,8990960.0
18:48:40,6404886.0,59986.583333333336,67923.0,482171844.0,1204688292.0,1080815782507.625,568787849982.5416,3202793384390.0,101825478078.5,325506085433.5,269181251847.25,2580448016018.0,2872558048.0,11967340416.0,41138423.0,2309.6,3034147.5,906692.0,0.0,0.0,40061.0,8990960.0
18:58:40,6404886.0,59986.583333333336,67923.0,482171844.0,1204688292.0,1080815782507.625,568787849982.5416,3202793384390.0,101825478078.5,325506085433.5,269181251847.25,2580448016018.0,2872558048.0,11967340416.0,41138423.0,2309.6,3034147.5,906692.0,0.0,0.0,40061.0,8990960.0
19:08:40,6404886.0,59986.583333333336,67923.0,482171844.0,1204688292.0,1080815782507.625,568787849982.5416,3202793384390.0,101825478078.5,325506085433.5,269181251847.25,2580448016018.0,2872558048.0,11967340416.0,41138423.0,2309.6,3034147.5,906692.0,0.0,0.0,40061.0,8990960.0
19:18:40,6404886.0,59986.583333333336,67923.0,482171844.0,1204688292.0,1080815782507.625,568787849982.5416,3202793384390.0,101825478078.5,325506085433.5,269181251847.25,2580448016018.0,2872558048.0,11967340416.0,41138423.0,2309.6,3034147.5,906692.0,0.0,0.0,40061.0,8990960.0
19:28:40,6404886.0,59986.583333333336,67923.0,482171844.0,1204688292.0,1080815782507.625,568787849982.5416,3202793384390.0,101825478078.5,325506085433.5,269181251847.25,2580448016018.0,2872558048.0,11967340416.0,41138423.0,2309.6,3034147.5,906692.0,0.0,0.0,40061.0,8990960.0
17:58:40,7584665.75,68557.04166666667,68837.0,483479697.0,1207950235.0,1239208797644.25,654157430799.0834,3661852373014.0,115505261211.25,368873810873.0,320955414293.5,2967444638053.0,2899598842.0,11936654080.0,41260686.6,2309.6,3143335.0,941246.0,0.0,0.0,40045.0,10347896.0
18:08:40,7584665.75,68557.04166666667,68837.0,483479697.0,1207950235.0,1239208797644.25,654157430799.0834,3661852373014.0,115505261211.25,368873810873.0,320955414293.5,2967444638053.0,2899598842.0,11936654080.0,41260686.6,2309.6,3143335.0,941246.0,0.0,0.0,40045.0,10347896.0
18:18:40,7584665.75,68557.04166666667,68837.0,483479697.0,1207950235.0,1239208797644.25,654157430799.0834,3661852373014.0,115505261211.25,368873810873.0,320955414293.5,2967444638053.0,2899598842.0,11936654080.0,41260686.6,2309.6,3143335.0,941246.0,0.0,0.0,40045.0,10347896.0
18:28:40,7584665.75,68557.04166666667,68837.0,483479697.0,1207950235.0,1239208797644.25,654157430799.0834,3661852373014.0,115505261211.25,368873810873.0,320955414293.5,2967444638053.0,2899598842.0,11936654080.0,41260686.6,2309.6,3143335.0,941246.0,0.0,0.0,40045.0,10347896.0
18:38:40,7584665.75,68557.04166666667,68837.0,483479697.0,1207950235.0,1239208797644.25,654157430799.0834,3661852373014.0,115505261211.25,368873810873.0,320955414293.5,2967444638053.0,2899598842.0,11936654080.0,41260686.6,2309.6,3143335.0,941246.0,0.0,0.0,40045.0,10347896.0
18:48:40,7584665.75,68557.04166666667,68837.0,483479697.0,1207950235.0,1239208797644.25,654157430799.0834,3661852373014.0,115505261211.25,368873810873.0,320955414293.5,2967444638053.0,2899598842.0,11936654080.0,41260686.6,2309.6,3143335.0,941246.0,0.0,0.0,40045.0,10347896.0
18:58:40,7584665.75,68557.04166666667,68837.0,483479697.0,1207950235.0,1239208797644.25,654157430799.0834,3661852373014.0,115505261211.25,368873810873.0,320955414293.5,2967444638053.0,2899598842.0,11936654080.0,41260686.6,2309.6,3143335.0,941246.0,0.0,0.0,40045.0,10347896.0
19:08:40,7584665.75,68557.04166666667,68837.0,483479697.0,1207950235.0,1239208797644.25,654157430799.0834,3661852373014.0,115505261211.25,368873810873.0,320955414293.5,2967444638053.0,2899598842.0,11936654080.0,41260686.6,2309.6,3143335.0,941246.0,0.0,0.0,40045.0,10347896.0
19:18:40,7584665.75,68557.04166666667,68837.0,483479697.0,1207950235.0,1239208797644.25,654157430799.0834,3661852373014.0,115505261211.25,368873810873.0,320955414293.5,2967444638053.0,2899598842.0,11936654080.0,41260686.6,2309.6,3143335.0,941246.0,0.0,0.0,40045.0,10347896.0
19:28:40,7584665.75,68557.04166666667,68837.0,483479697.0,1207950235.0,1239208797644.25,654157430799.0834,3661852373014.0,115505261211.25,368873810873.0,320955414293.5,2967444638053.0,2899598842.0,11936654080.0,41260686.6,2309.6,3143335.0,941246.0,0.0,0.0,40045.0,10347896.0
17:58:40,8046895.0,77128.04166666667,69774.0,485082200.0,1211943814.0,1397393854035.0833,739876972864.7084,4120655992401.5,129011951988.875,412293390347.5,373590036356.0,3353345370615.5,3598766511.5,11905741184.0,41395607.0,2339.0,3245512.5,976404.0,0.0,0.0,40014.0,10946964.0
18:08:40,8046895.0,77128.04166666667,69774.0,485082200.0,1211943814.0,1397393854035.0833,739876972864.7084,4120655992401.5,129011951988.875,412293390347.5,373590036356.0,3353345370615.5,3598766511.5,11905741184.0,41395607.0,2339.0,3245512.5,976404.0,0.0,0.0,40014.0,10946964.0
18:18:40,8046895.0,77128.04166666667,69774.0,485082200.0,1211943814.0,1397393854035.0833,739876972864.7084,4120655992401.5,129011951988.875,412293390347.5,373590036356.0,3353345370615.5,3598766511.5,11905741184.0,41395607.0,2339.0,3245512.5,976404.0,0.0,0.0,40014.0,10946964.0
18:28:40,8046895.0,77128.04166666667,69774.0,485082200.0,1211943814.0,1397393854035.0833,739876972864.7084,4120655992401.5,129011951988.875,412293390347.5,373590036356.0,3353345370615.5,3598766511.5,11905741184.0,41395607.0,2339.0,3245512.5,976404.0,0.0,0.0,40014.0,10946964.0
18:38:40,8046895.0,77128.04166666667,69774.0,485082200.0,1211943814.0,1397393854035.0833,739876972864.7084,4120655992401.5,129011951988.875,412293390347.5,373590036356.0,3353345370615.5,3598766511.5,11905741184.0,41395607.0,2339.0,3245512.5,976404.0,0.0,0.0,40014.0,10946964.0
18:48:40,8046895.0,77128.04166666667,69774.0,485082200.0,1211943814.0,1397393854035.0833,739876972864.7084,4120655992401.5,129011951988.875,412293390347.5,373590036356.0,3353345370615.5,3598766511.5,11905741184.0,41395607.0,2339.0,3245512.5,976404.0,0.0,0.0,40014.0,10946964.0
18:58:40,8046895.0,77128.04166666667,69774.0,485082200.0,1211943814.0,1397393854035.0833,739876972864.7084,4120655992401.5,129011951988.875,412293390347.5,373590036356.0,3353345370615.5,3598766511.5,11905741184.0,41395607.0,2339.0,3245512.5,976404.0,0.0,0.0,40014.0,10946964.0
